"","Config","Scenario","EmissionsThreshold","OilPrices","Risk.Free.Interest.Rate","RefOpEx","Carbon.Capture.Operating.Cost.Variation","Carbon.Price.Variation","Carbon.Capture.CapEx","Year","RO_Options","Count","Total_Count","Percentage"
"38","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2040","Shut Down Refinery",21978,22000,0.999
"39","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2041","Deploy Carbon Capture",22,23000,0.000956521739130435
"40","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2041","Shut Down Refinery",22978,23000,0.99904347826087
"41","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2042","Deploy Carbon Capture",21,24000,0.000875
"42","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2042","Shut Down Refinery",23979,24000,0.999125
"43","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2043","Deploy Carbon Capture",21,25000,0.00084
"44","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2043","Shut Down Refinery",24979,25000,0.99916
"45","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2044","Deploy Carbon Capture",19,26000,0.000730769230769231
"46","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2044","Shut Down Refinery",25981,26000,0.999269230769231
"47","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2045","Deploy Carbon Capture",19,27000,0.000703703703703704
"48","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2045","Shut Down Refinery",26981,27000,0.999296296296296
"49","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2046","Deploy Carbon Capture",16,28000,0.000571428571428571
"50","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2046","Shut Down Refinery",27984,28000,0.999428571428571
"51","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2047","Deploy Carbon Capture",14,29000,0.000482758620689655
"52","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2047","Shut Down Refinery",28986,29000,0.99951724137931
"53","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2048","Shut Down Refinery",30000,30000,1
"54","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2049","Shut Down Refinery",31000,31000,1
"55","Hydroskimming","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2050","Shut Down Refinery",32000,32000,1
"56","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2019","Continue Operation",1000,1000,1
"57","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2020","Continue Operation",2000,2000,1
"58","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2021","Continue Operation",3000,3000,1
"59","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2022","Continue Operation",2934,4000,0.7335
"60","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2022","Deploy Carbon Capture",1066,4000,0.2665
"61","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2023","Continue Operation",2984,5000,0.5968
"62","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2023","Deploy Carbon Capture",2016,5000,0.4032
"63","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2024","Continue Operation",3034,6000,0.505666666666667
"64","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2024","Deploy Carbon Capture",2966,6000,0.494333333333333
"65","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2025","Continue Operation",3084,7000,0.440571428571429
"66","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2025","Deploy Carbon Capture",3916,7000,0.559428571428571
"67","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2026","Continue Operation",3134,8000,0.39175
"68","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2026","Deploy Carbon Capture",4866,8000,0.60825
"69","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2027","Continue Operation",3184,9000,0.353777777777778
"70","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2027","Deploy Carbon Capture",5816,9000,0.646222222222222
"71","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2028","Continue Operation",3234,10000,0.3234
"72","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2028","Deploy Carbon Capture",6766,10000,0.6766
"73","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2029","Continue Operation",3273,11000,0.297545454545455
"74","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2029","Deploy Carbon Capture",7718,11000,0.701636363636364
"75","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2029","Shut Down Refinery",9,11000,0.000818181818181818
"76","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2030","Continue Operation",1351,12000,0.112583333333333
"77","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2030","Deploy Carbon Capture",4434,12000,0.3695
"78","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2030","Shut Down Refinery",6215,12000,0.517916666666667
"79","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2031","Continue Operation",4,13000,0.000307692307692308
"80","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2031","Deploy Carbon Capture",56,13000,0.00430769230769231
"81","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2031","Shut Down Refinery",12940,13000,0.995384615384615
"82","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2032","Deploy Carbon Capture",60,14000,0.00428571428571429
"83","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2032","Shut Down Refinery",13940,14000,0.995714285714286
"84","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2033","Deploy Carbon Capture",53,15000,0.00353333333333333
"85","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2033","Shut Down Refinery",14947,15000,0.996466666666667
"86","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2034","Deploy Carbon Capture",53,16000,0.0033125
"87","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2034","Shut Down Refinery",15947,16000,0.9966875
"88","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2035","Deploy Carbon Capture",53,17000,0.00311764705882353
"89","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2035","Shut Down Refinery",16947,17000,0.996882352941176
"90","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2036","Deploy Carbon Capture",53,18000,0.00294444444444444
"91","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2036","Shut Down Refinery",17947,18000,0.997055555555556
"92","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2037","Deploy Carbon Capture",53,19000,0.00278947368421053
"93","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2037","Shut Down Refinery",18947,19000,0.997210526315789
"94","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2038","Deploy Carbon Capture",53,20000,0.00265
"95","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2038","Shut Down Refinery",19947,20000,0.99735
"96","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2039","Deploy Carbon Capture",53,21000,0.00252380952380952
"97","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2039","Shut Down Refinery",20947,21000,0.997476190476191
"98","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2040","Deploy Carbon Capture",53,22000,0.00240909090909091
"99","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2040","Shut Down Refinery",21947,22000,0.997590909090909
"100","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2041","Deploy Carbon Capture",53,23000,0.00230434782608696
"101","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2041","Shut Down Refinery",22947,23000,0.997695652173913
"102","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2042","Deploy Carbon Capture",52,24000,0.00216666666666667
"103","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2042","Shut Down Refinery",23948,24000,0.997833333333333
"104","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2043","Deploy Carbon Capture",51,25000,0.00204
"105","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2043","Shut Down Refinery",24949,25000,0.99796
"106","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2044","Deploy Carbon Capture",46,26000,0.00176923076923077
"107","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2044","Shut Down Refinery",25954,26000,0.998230769230769
"108","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2045","Deploy Carbon Capture",42,27000,0.00155555555555556
"109","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2045","Shut Down Refinery",26958,27000,0.998444444444444
"110","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2046","Deploy Carbon Capture",37,28000,0.00132142857142857
"111","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2046","Shut Down Refinery",27963,28000,0.998678571428571
"112","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2047","Deploy Carbon Capture",18,29000,0.000620689655172414
"113","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2047","Shut Down Refinery",28982,29000,0.999379310344828
"114","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2048","Shut Down Refinery",30000,30000,1
"115","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2049","Shut Down Refinery",31000,31000,1
"116","Hydroskimming","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2050","Shut Down Refinery",32000,32000,1
"117","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2019","Continue Operation",1000,1000,1
"118","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2020","Continue Operation",2000,2000,1
"119","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2021","Continue Operation",3000,3000,1
"120","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2022","Continue Operation",3238,4000,0.8095
"121","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2022","Deploy Carbon Capture",762,4000,0.1905
"122","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2023","Continue Operation",3543,5000,0.7086
"123","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2023","Deploy Carbon Capture",1457,5000,0.2914
"124","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2024","Continue Operation",3848,6000,0.641333333333333
"125","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2024","Deploy Carbon Capture",2152,6000,0.358666666666667
"126","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2025","Continue Operation",4153,7000,0.593285714285714
"127","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2025","Deploy Carbon Capture",2847,7000,0.406714285714286
"128","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2026","Continue Operation",4458,8000,0.55725
"129","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2026","Deploy Carbon Capture",3542,8000,0.44275
"130","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2027","Continue Operation",4763,9000,0.529222222222222
"131","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2027","Deploy Carbon Capture",4237,9000,0.470777777777778
"132","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2028","Continue Operation",5068,10000,0.5068
"133","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2028","Deploy Carbon Capture",4932,10000,0.4932
"134","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2029","Continue Operation",5372,11000,0.488363636363636
"135","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2029","Deploy Carbon Capture",5628,11000,0.511636363636364
"136","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2030","Continue Operation",5658,12000,0.4715
"137","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2030","Deploy Carbon Capture",6342,12000,0.5285
"138","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2031","Continue Operation",77,13000,0.00592307692307692
"139","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2031","Deploy Carbon Capture",321,13000,0.0246923076923077
"140","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2031","Shut Down Refinery",12602,13000,0.969384615384615
"141","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2032","Continue Operation",3,14000,0.000214285714285714
"142","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2032","Deploy Carbon Capture",81,14000,0.00578571428571429
"143","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2032","Shut Down Refinery",13916,14000,0.994
"144","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2033","Continue Operation",3,15000,2e-04
"145","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2033","Deploy Carbon Capture",71,15000,0.00473333333333333
"146","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2033","Shut Down Refinery",14926,15000,0.995066666666667
"147","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2034","Continue Operation",3,16000,0.0001875
"148","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2034","Deploy Carbon Capture",71,16000,0.0044375
"149","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2034","Shut Down Refinery",15926,16000,0.995375
"150","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2035","Deploy Carbon Capture",74,17000,0.00435294117647059
"151","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2035","Shut Down Refinery",16926,17000,0.995647058823529
"152","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2036","Deploy Carbon Capture",70,18000,0.00388888888888889
"153","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2036","Shut Down Refinery",17930,18000,0.996111111111111
"154","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2037","Deploy Carbon Capture",70,19000,0.00368421052631579
"155","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2037","Shut Down Refinery",18930,19000,0.996315789473684
"156","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2038","Deploy Carbon Capture",70,20000,0.0035
"157","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2038","Shut Down Refinery",19930,20000,0.9965
"158","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2039","Deploy Carbon Capture",65,21000,0.0030952380952381
"159","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2039","Shut Down Refinery",20935,21000,0.996904761904762
"160","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2040","Deploy Carbon Capture",59,22000,0.00268181818181818
"161","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2040","Shut Down Refinery",21941,22000,0.997318181818182
"162","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2041","Deploy Carbon Capture",48,23000,0.00208695652173913
"163","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2041","Shut Down Refinery",22952,23000,0.997913043478261
"164","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2042","Deploy Carbon Capture",32,24000,0.00133333333333333
"165","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2042","Shut Down Refinery",23968,24000,0.998666666666667
"166","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2043","Deploy Carbon Capture",27,25000,0.00108
"167","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2043","Shut Down Refinery",24973,25000,0.99892
"168","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2044","Deploy Carbon Capture",12,26000,0.000461538461538462
"169","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2044","Shut Down Refinery",25988,26000,0.999538461538461
"170","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2045","Deploy Carbon Capture",10,27000,0.00037037037037037
"171","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2045","Shut Down Refinery",26990,27000,0.99962962962963
"172","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2046","Shut Down Refinery",28000,28000,1
"173","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2047","Shut Down Refinery",29000,29000,1
"174","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2048","Shut Down Refinery",30000,30000,1
"175","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2049","Shut Down Refinery",31000,31000,1
"176","Hydroskimming","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2050","Shut Down Refinery",32000,32000,1
"177","Medium Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2019","Continue Operation",1000,1000,1
"178","Medium Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2020","Continue Operation",2000,2000,1
"179","Medium Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2021","Continue Operation",3000,3000,1
"180","Medium Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2022","Continue Operation",2000,4000,0.5
"181","Medium Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2022","Deploy Carbon Capture",2000,4000,0.5
"182","Medium Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2023","Continue Operation",2000,5000,0.4
