"","Config","Scenario","EmissionsThreshold","OilPrices","Risk.Free.Interest.Rate","RefOpEx","Carbon.Capture.Operating.Cost.Variation","Carbon.Price.Variation","Carbon.Capture.CapEx","Year","RO_Options","Count","Total_Count","Percentage"
"329","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2026","Continue Operation",2000,8000,0.25
"330","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2026","Deploy Carbon Capture",6000,8000,0.75
"331","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2027","Continue Operation",2000,9000,0.222222222222222
"332","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2027","Deploy Carbon Capture",7000,9000,0.777777777777778
"333","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2028","Continue Operation",1998,10000,0.1998
"334","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2028","Deploy Carbon Capture",8002,10000,0.8002
"335","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2029","Continue Operation",1998,11000,0.181636363636364
"336","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2029","Deploy Carbon Capture",9002,11000,0.818363636363636
"337","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2030","Continue Operation",1998,12000,0.1665
"338","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2030","Deploy Carbon Capture",10002,12000,0.8335
"339","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2031","Continue Operation",1997,13000,0.153615384615385
"340","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2031","Deploy Carbon Capture",11003,13000,0.846384615384615
"341","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2032","Continue Operation",1997,14000,0.142642857142857
"342","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2032","Deploy Carbon Capture",12003,14000,0.857357142857143
"343","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2033","Continue Operation",1995,15000,0.133
"344","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2033","Deploy Carbon Capture",13005,15000,0.867
"345","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2034","Continue Operation",1991,16000,0.1244375
"346","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2034","Deploy Carbon Capture",14009,16000,0.8755625
"347","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2035","Continue Operation",1954,17000,0.114941176470588
"348","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2035","Deploy Carbon Capture",15046,17000,0.885058823529412
"349","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2036","Continue Operation",1947,18000,0.108166666666667
"350","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2036","Deploy Carbon Capture",16053,18000,0.891833333333333
"351","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2037","Continue Operation",1863,19000,0.0980526315789474
"352","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2037","Deploy Carbon Capture",17137,19000,0.901947368421053
"353","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2038","Continue Operation",1667,20000,0.08335
"354","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2038","Deploy Carbon Capture",18333,20000,0.91665
"355","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2039","Continue Operation",1332,21000,0.0634285714285714
"356","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2039","Deploy Carbon Capture",19650,21000,0.935714285714286
"357","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2039","Shut Down Refinery",18,21000,0.000857142857142857
"358","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2040","Continue Operation",992,22000,0.0450909090909091
"359","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2040","Deploy Carbon Capture",20908,22000,0.950363636363636
"360","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2040","Shut Down Refinery",100,22000,0.00454545454545455
"361","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2041","Continue Operation",452,23000,0.0196521739130435
"362","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2041","Deploy Carbon Capture",22194,23000,0.96495652173913
"363","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2041","Shut Down Refinery",354,23000,0.0153913043478261
"364","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2042","Continue Operation",288,24000,0.012
"365","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2042","Deploy Carbon Capture",20003,24000,0.833458333333333
"366","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2042","Shut Down Refinery",3709,24000,0.154541666666667
"367","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2043","Continue Operation",108,25000,0.00432
"368","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2043","Deploy Carbon Capture",18821,25000,0.75284
"369","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2043","Shut Down Refinery",6071,25000,0.24284
"370","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2044","Continue Operation",60,26000,0.00230769230769231
"371","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2044","Deploy Carbon Capture",14777,26000,0.568346153846154
"372","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2044","Shut Down Refinery",11163,26000,0.429346153846154
"373","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2045","Continue Operation",46,27000,0.0017037037037037
"374","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2045","Deploy Carbon Capture",13586,27000,0.503185185185185
"375","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2045","Shut Down Refinery",13368,27000,0.495111111111111
"376","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2046","Continue Operation",28,28000,0.001
"377","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2046","Deploy Carbon Capture",12747,28000,0.45525
"378","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2046","Shut Down Refinery",15225,28000,0.54375
"379","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2047","Deploy Carbon Capture",11916,29000,0.410896551724138
"380","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2047","Shut Down Refinery",17084,29000,0.589103448275862
"381","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2048","Deploy Carbon Capture",9516,30000,0.3172
"382","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2048","Shut Down Refinery",20484,30000,0.6828
"383","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2049","Deploy Carbon Capture",4161,31000,0.134225806451613
"384","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2049","Shut Down Refinery",26839,31000,0.865774193548387
"385","Medium Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2050","Shut Down Refinery",32000,32000,1
"386","Deep Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2019","Continue Operation",1000,1000,1
"387","Deep Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2020","Continue Operation",2000,2000,1
"388","Deep Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2021","Continue Operation",3000,3000,1
"389","Deep Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2022","Continue Operation",2016,4000,0.504
"390","Deep Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2022","Deploy Carbon Capture",1984,4000,0.496
"391","Deep Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2023","Continue Operation",2016,5000,0.4032
"392","Deep Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2023","Deploy Carbon Capture",2984,5000,0.5968
"393","Deep Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2024","Continue Operation",2016,6000,0.336
"394","Deep Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2024","Deploy Carbon Capture",3984,6000,0.664
"395","Deep Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2025","Continue Operation",2016,7000,0.288
"396","Deep Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2025","Deploy Carbon Capture",4984,7000,0.712
"397","Deep Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2026","Continue Operation",2016,8000,0.252
"398","Deep Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2026","Deploy Carbon Capture",5984,8000,0.748
"399","Deep Conversion","Low Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2027","Continue Operation",2016,9000,0.224
