Refinery configuration,Config,Capture Scenario,SMR Capture Locations,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd",Normalized Avoidance cost,Normalized Avoided CO2
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD4,HIGH,HEAVY,SOUR,62322.62128,210.0175685,56.05966385
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD4,HIGH,HEAVY,SOUR,62322.62128,186.0643767,57.96570147
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD4,HIGH,HEAVY,SOUR,62322.62128,208.8904974,67.82445768
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD4,HIGH,LIGHT,SWEET,12108.13012,888.8092491,2.082461056
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD4,HIGH,LIGHT,SWEET,12108.13012,811.2392932,2.154178467
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD4,HIGH,LIGHT,SWEET,12108.13012,858.345118,2.491247576
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD4,HIGH,LIGHT,SWEET,277792.1656,228.8466111,47.28706402
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD4,HIGH,LIGHT,SWEET,277792.1656,197.9634227,48.90786906
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD4,HIGH,LIGHT,SWEET,277792.1656,234.7876738,57.38124798
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD4,HIGH,LIGHT,SWEET,47634.84972,316.5654659,14.79182315
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD4,HIGH,LIGHT,SWEET,47634.84972,281.8493341,15.29777887
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD4,HIGH,LIGHT,SWEET,47634.84972,310.5762885,18.0923344
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD4,HIGH,LIGHT,SWEET,155740.2022,213.0874547,60.58086654
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD4,HIGH,LIGHT,SWEET,155740.2022,186.2044958,62.65911708
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD4,HIGH,LIGHT,SWEET,155740.2022,215.3444288,73.55915677
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD4,HIGH,LIGHT,SWEET,62322.6217,210.2111782,51.81504146
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD4,HIGH,LIGHT,SWEET,62322.6217,185.9714064,53.58048068
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD4,HIGH,LIGHT,SWEET,62322.6217,212.5578926,63.33111958
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD4,HIGH,HEAVY,SOUR,3253.862732,2882.962189,0.457493178
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD4,HIGH,HEAVY,SOUR,3253.862732,2655.784644,0.47318216
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD4,HIGH,HEAVY,SOUR,3253.862732,2799.96066,0.546919781
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD4,HIGH,HEAVY,SOUR,124205.4664,223.4251843,45.22788848
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD4,HIGH,HEAVY,SOUR,124205.4664,197.8756577,46.77950653
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD4,HIGH,HEAVY,SOUR,124205.4664,221.1763142,54.95257129
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD4,HIGH,HEAVY,SOUR,37588.11169,277.9692196,21.08642106
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD4,HIGH,HEAVY,SOUR,37588.11169,250.5933309,21.80921727
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD4,HIGH,HEAVY,SOUR,37588.11169,268.6838974,25.60411649
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD4,HIGH,HEAVY,SOUR,114165.2147,221.5190724,45.19288618
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD4,HIGH,HEAVY,SOUR,114165.2147,195.3073199,46.73408752
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD4,HIGH,HEAVY,SOUR,114165.2147,221.0431493,54.85007269
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD4,HIGH,HEAVY,SOUR,75225.42249,229.2145723,38.93131239
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD4,HIGH,HEAVY,SOUR,75225.42249,202.8721421,40.25245498
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD4,HIGH,HEAVY,SOUR,75225.42249,228.0327443,47.12922178
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD4,HIGH,LIGHT,SWEET,7724.258555,5863.736401,0.215919169
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD4,HIGH,LIGHT,SWEET,7724.258555,5377.345016,0.223432444
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD4,HIGH,LIGHT,SWEET,7724.258555,5648.553166,0.258744554
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD4,HIGH,LIGHT,SWEET,234694.1875,0,0
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD4,HIGH,LIGHT,SWEET,234694.1875,0,0
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD4,HIGH,LIGHT,SWEET,234694.1875,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD4,HIGH,LIGHT,SWEET,23188.34443,266.7481863,23.72421497
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD4,HIGH,LIGHT,SWEET,23188.34443,240.5436513,24.53631488
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD4,HIGH,LIGHT,SWEET,23188.34443,258.4162446,28.73350939
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD4,HIGH,LIGHT,SWEET,84540.54379,276.5034811,22.59295864
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD4,HIGH,LIGHT,SWEET,84540.54379,243.356346,23.36471176
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD4,HIGH,LIGHT,SWEET,84540.54379,276.4027023,27.37484187
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD4,HIGH,LIGHT,SWEET,4290.743798,1066.503585,1.5869579
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD4,HIGH,LIGHT,SWEET,4290.743798,981.3120725,1.630319654
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD4,HIGH,LIGHT,SWEET,4290.743798,1010.542556,1.944779673
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,7457.499998,629.6757384,3.421504546
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,7457.499998,578.2160261,3.539274322
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,7457.499998,607.8901248,4.092787802
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,115600,222.4506624,45.73576025
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,115600,196.7138421,47.30258155
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,115600,220.9662841,55.49515783
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,999.9999997,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,999.9999997,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,999.9999997,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,36289.99999,224.1256351,43.64270638
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,36289.99999,200.8103276,45.13083545
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,36289.99999,218.98945,53.09579644
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,110222.5,198.1020633,78.90344889
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,110222.5,174.6584605,81.6019648
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,110222.5,197.7573016,95.83749699
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,999.9999997,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,999.9999997,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,999.9999997,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,72627.49998,201.3695001,71.78708738
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,72627.49998,178.8411304,73.71129046
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD4,POTENTIAL,HEAVY,SOUR,72627.49998,200.037259,87.86914607
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,7457.5,727.4659267,2.734397054
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,7457.5,667.7500282,2.829304026
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,7457.5,701.3124059,3.275363187
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,115600,204.7293848,70.52331844
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,115600,180.5321573,72.94878876
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,115600,204.1387138,85.67064448
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,36290,218.5468244,47.82040044
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,36290,195.8367925,49.09254329
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,36290,214.4762392,58.51728145
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,110222.5,542.308103,5.754207385
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,110222.5,477.6575102,5.953162832
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,110222.5,537.7170132,6.990897368
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,72627.5,197.3703017,79.3074153
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,72627.5,174.8945348,81.52196015
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD4,POTENTIAL,LIGHT,SWEET,72627.5,196.3689842,97.20104871
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,7457.5,728.6116078,2.706763391
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,7457.5,669.7596896,2.800208867
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,7457.5,703.523013,3.239399057
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,115600,211.5250566,54.87460485
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,115600,187.7163988,56.74827065
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,115600,209.4079045,66.55211577
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,36290,279.4942661,20.37592057
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,36290,251.7348826,21.06960799
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,36290,271.2386408,24.71638803
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,110222.5,327.194388,14.13997798
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,110222.5,288.877291,14.62210289
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,110222.5,324.7905615,17.16087267
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,72627.5,188.7825201,97.79884836
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,72627.5,167.3669042,101.1173374
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD4,POTENTIAL,HEAVY,SOUR,72627.5,187.4102528,119.7605171
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,7457.5,1818.901041,0.802762256
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,7457.5,1670.746733,0.831146932
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,7457.5,1750.198219,0.964553829
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,115600,506.3850932,6.648000521
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,115600,444.7687417,6.877658474
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,115600,504.1521378,8.080333058
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,36290,936.5699014,2.097876929
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,36290,841.9920681,2.155051921
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,36290,906.8008956,2.571139603
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,110222.5,413.7427604,9.26429365
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,110222.5,364.1793831,9.584726038
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,110222.5,411.0388377,11.25903662
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,72627.5,203.5827728,66.18629618
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,72627.5,179.8865416,67.81248318
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD4,POTENTIAL,LIGHT,SWEET,72627.5,205.2246953,80.60694592
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD5,LOW,HEAVY,SOUR,387341.0322,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD5,LOW,HEAVY,SOUR,387341.0322,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD5,LOW,HEAVY,SOUR,387341.0322,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD5,LOW,HEAVY,SOUR,227949.2718,239.0872903,98.94576187
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD5,LOW,HEAVY,SOUR,227949.2718,210.6093018,102.350922
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD5,LOW,HEAVY,SOUR,227949.2718,237.6671928,120.2785771
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD5,LOW,HEAVY,SOUR,180974.8298,184.3480989,363.4472161
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD5,LOW,HEAVY,SOUR,180974.8298,160.7030331,368.8596196
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD5,LOW,HEAVY,SOUR,180974.8298,196.4337195,430.4006015
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD5,LOW,HEAVY,SOUR,239733.2688,231.4385069,112.137999
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD5,LOW,HEAVY,SOUR,239733.2688,202.4328359,115.9669468
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD5,LOW,HEAVY,SOUR,239733.2688,233.2014066,135.9566862
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD5,LOW,HEAVY,SOUR,221215.7196,225.6975006,137.9819192
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD5,LOW,HEAVY,SOUR,221215.7196,198.5027142,142.7297802
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD5,LOW,HEAVY,SOUR,221215.7196,224.8877443,167.81846
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD5,LOW,HEAVY,SOUR,337201.6085,176.0327945,517.540901
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD5,LOW,HEAVY,SOUR,337201.6085,151.1436941,524.416261
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD5,LOW,HEAVY,SOUR,337201.6085,191.93651,619.1597384
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD5,LOW,HEAVY,SOUR,1332173.07,165.943729,1088.817571
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD5,LOW,HEAVY,SOUR,1332173.07,139.4902497,1125.855054
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD5,LOW,HEAVY,SOUR,1332173.07,178.9695559,1318.968808
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD5,LOW,LIGHT,SWEET,387341.0355,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD5,LOW,LIGHT,SWEET,387341.0355,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD5,LOW,LIGHT,SWEET,387341.0355,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD5,LOW,LIGHT,SWEET,227949.2737,526.2356384,11.09687719
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD5,LOW,LIGHT,SWEET,227949.2737,462.7217364,11.48122198
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD5,LOW,LIGHT,SWEET,227949.2737,520.9136011,13.50764444
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD5,LOW,LIGHT,SWEET,180974.8317,194.2046081,241.9947686
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD5,LOW,LIGHT,SWEET,180974.8317,169.4019867,245.226739
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD5,LOW,LIGHT,SWEET,180974.8317,206.0150637,291.4859843
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD5,LOW,LIGHT,SWEET,239733.2709,266.142695,64.45458937
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD5,LOW,LIGHT,SWEET,239733.2709,232.6029803,66.65870442
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD5,LOW,LIGHT,SWEET,239733.2709,268.2595263,78.08686449
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD5,LOW,LIGHT,SWEET,221215.7215,232.8183462,116.6901014
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD5,LOW,LIGHT,SWEET,221215.7215,204.0099317,120.6819729
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD5,LOW,LIGHT,SWEET,221215.7215,233.5130887,141.7742496
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD5,LOW,LIGHT,SWEET,337201.6114,171.2785593,586.5951675
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD5,LOW,LIGHT,SWEET,337201.6114,146.488453,594.3196569
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD5,LOW,LIGHT,SWEET,337201.6114,188.403283,698.115298
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD5,LOW,LIGHT,SWEET,1332173.081,164.6969653,1178.135726
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD5,LOW,LIGHT,SWEET,1332173.081,138.4206504,1218.368742
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD5,LOW,LIGHT,SWEET,1332173.081,177.3483783,1430.315383
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD5,LOW,HEAVY,SOUR,585174.8575,230.3461338,115.8339553
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD5,LOW,HEAVY,SOUR,585174.8575,199.0473088,119.8195863
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD5,LOW,HEAVY,SOUR,585174.8575,238.7391051,138.5519012
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD5,LOW,HEAVY,SOUR,231574.2609,290.7254698,45.51002018
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD5,LOW,HEAVY,SOUR,231574.2609,254.7243647,47.06829525
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD5,LOW,HEAVY,SOUR,231574.2609,291.1251089,55.26941851
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD5,LOW,HEAVY,SOUR,115715.3485,210.0942288,148.5058798
