Refinery configuration,Config,Capture Scenario,SMR Capture Locations,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd",Normalized Avoidance cost,Normalized Avoided CO2
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD2,LOW,LIGHT,SWEET,999.9999997,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD2,LOW,LIGHT,SWEET,999.9999997,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD2,LOW,LIGHT,SWEET,999.9999997,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD2,LOW,LIGHT,SWEET,489154.5017,308.2670466,35.87892073
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD2,LOW,LIGHT,SWEET,489154.5017,263.3297751,37.11091304
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD2,LOW,LIGHT,SWEET,489154.5017,321.3511615,43.53109146
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD2,LOW,LIGHT,SWEET,1380179.621,169.7295237,460.5499578
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD2,LOW,LIGHT,SWEET,1380179.621,141.9513094,476.3282499
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD2,LOW,LIGHT,SWEET,1380179.621,184.1117188,559.1240472
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD2,LOW,LIGHT,SWEET,999.9999997,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD2,LOW,LIGHT,SWEET,999.9999997,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD2,LOW,LIGHT,SWEET,999.9999997,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD2,LOW,LIGHT,SWEET,875447.4367,164.3456978,526.5322536
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD2,LOW,LIGHT,SWEET,875447.4367,138.6031019,544.5261353
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD2,LOW,LIGHT,SWEET,875447.4367,176.6983185,638.1834504
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD2,MEDIUM,HEAVY,SOUR,5871.835395,1297.209969,1.431138864
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD2,MEDIUM,HEAVY,SOUR,5871.835395,1192.30656,1.47999415
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD2,MEDIUM,HEAVY,SOUR,5871.835395,1252.897827,1.709612142
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD2,MEDIUM,HEAVY,SOUR,457539.2187,0,0
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD2,MEDIUM,HEAVY,SOUR,457539.2187,0,0
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD2,MEDIUM,HEAVY,SOUR,457539.2187,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD2,MEDIUM,HEAVY,SOUR,216399.1674,222.6075715,78.96149679
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD2,MEDIUM,HEAVY,SOUR,216399.1674,193.9289668,81.64846808
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD2,MEDIUM,HEAVY,SOUR,216399.1674,226.3789815,95.5585411
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD2,MEDIUM,HEAVY,SOUR,1196907.949,157.6625174,641.6886427
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD2,MEDIUM,HEAVY,SOUR,1196907.949,132.7863188,663.4796545
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD2,MEDIUM,HEAVY,SOUR,1196907.949,169.9719868,777.4554858
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD2,MEDIUM,HEAVY,SOUR,1182061.228,149.6524157,954.7114697
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD2,MEDIUM,HEAVY,SOUR,1182061.228,125.3149537,980.2071474
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD2,MEDIUM,HEAVY,SOUR,1182061.228,163.4191194,1168.44534
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD2,MEDIUM,LIGHT,SWEET,5871.835252,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD2,MEDIUM,LIGHT,SWEET,5871.835252,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD2,MEDIUM,LIGHT,SWEET,5871.835252,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD2,MEDIUM,LIGHT,SWEET,457539.2075,230.8469918,79.6968064
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD2,MEDIUM,LIGHT,SWEET,457539.2075,198.2383491,82.4366214
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD2,MEDIUM,LIGHT,SWEET,457539.2075,239.3240923,96.88832057
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD2,MEDIUM,LIGHT,SWEET,999.9999756,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD2,MEDIUM,LIGHT,SWEET,999.9999756,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD2,MEDIUM,LIGHT,SWEET,999.9999756,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD2,MEDIUM,LIGHT,SWEET,216399.1621,252.4336662,52.64558308
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD2,MEDIUM,LIGHT,SWEET,216399.1621,219.3127409,54.45005642
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD2,MEDIUM,LIGHT,SWEET,216399.1621,256.9505693,63.82785765
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD2,MEDIUM,LIGHT,SWEET,1196907.92,183.6576711,276.190007
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD2,MEDIUM,LIGHT,SWEET,1196907.92,153.8214655,285.6397015
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD2,MEDIUM,LIGHT,SWEET,1196907.92,198.6929256,335.1851484
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD2,MEDIUM,LIGHT,SWEET,999.9999756,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD2,MEDIUM,LIGHT,SWEET,999.9999756,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD2,MEDIUM,LIGHT,SWEET,999.9999756,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD2,MEDIUM,LIGHT,SWEET,1182061.199,149.6041972,1017.639436
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD2,MEDIUM,LIGHT,SWEET,1182061.199,125.131533,1044.600989
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD2,MEDIUM,LIGHT,SWEET,1182061.199,163.6994181,1245.088175
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD2,MEDIUM,HEAVY,SOUR,382902.9964,186.9650685,194.4643639
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD2,MEDIUM,HEAVY,SOUR,382902.9964,162.0202489,201.0538619
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD2,MEDIUM,HEAVY,SOUR,382902.9964,191.9845085,235.5851328
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD2,MEDIUM,HEAVY,SOUR,36479.12301,361.6932267,13.87610139
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD2,MEDIUM,HEAVY,SOUR,36479.12301,324.8094117,14.34575757
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD2,MEDIUM,HEAVY,SOUR,36479.12301,351.6163555,16.7792306
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD2,MEDIUM,HEAVY,SOUR,999710.8482,164.6158015,482.5202735
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD2,MEDIUM,HEAVY,SOUR,999710.8482,139.3327065,498.9144609
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD2,MEDIUM,HEAVY,SOUR,999710.8482,175.8115239,585.1714921
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD2,MEDIUM,HEAVY,SOUR,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD2,MEDIUM,HEAVY,SOUR,1168192.68,154.28388,749.5854515
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD2,MEDIUM,HEAVY,SOUR,1168192.68,129.9722851,774.9758613
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD2,MEDIUM,HEAVY,SOUR,1168192.68,166.3794899,907.9849646
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD2,MEDIUM,LIGHT,SWEET,108979.0937,240.6558156,49.49413974
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD2,MEDIUM,LIGHT,SWEET,108979.0937,214.016719,51.1798432
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD2,MEDIUM,LIGHT,SWEET,108979.0937,239.9589612,59.10258547
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD2,MEDIUM,LIGHT,SWEET,621952.8396,196.564456,149.9377046
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD2,MEDIUM,LIGHT,SWEET,621952.8396,168.8330899,155.0365476
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD2,MEDIUM,LIGHT,SWEET,621952.8396,204.3967595,181.7493528
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD2,MEDIUM,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD2,MEDIUM,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD2,MEDIUM,LIGHT,SWEET,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD2,MEDIUM,LIGHT,SWEET,335689.6956,202.165385,124.2710497
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD2,MEDIUM,LIGHT,SWEET,335689.6956,175.7111163,128.4948002
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD2,MEDIUM,LIGHT,SWEET,335689.6956,206.3804357,151.9106264
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD2,MEDIUM,LIGHT,SWEET,919875.7697,176.4519354,280.407451
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD2,MEDIUM,LIGHT,SWEET,919875.7697,149.3268981,289.9178233
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD2,MEDIUM,LIGHT,SWEET,919875.7697,188.2842823,340.1587769
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD2,MEDIUM,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD2,MEDIUM,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD2,MEDIUM,LIGHT,SWEET,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD2,MEDIUM,LIGHT,SWEET,600788.2495,168.317156,402.4980287
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD2,MEDIUM,LIGHT,SWEET,600788.2495,144.4030741,416.1344456
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD2,MEDIUM,LIGHT,SWEET,600788.2495,175.9295391,487.3567815
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD2,HIGH,HEAVY,SOUR,5403.377997,3029.582158,0.509563389
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD2,HIGH,HEAVY,SOUR,5403.377997,2783.873004,0.526991793
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD2,HIGH,HEAVY,SOUR,5403.377997,2925.360422,0.60890463
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD2,HIGH,HEAVY,SOUR,421036.5551,206.3845942,121.5620488
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD2,HIGH,HEAVY,SOUR,421036.5551,178.4813477,125.7144462
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD2,HIGH,HEAVY,SOUR,421036.5551,211.9122451,147.536302
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD2,HIGH,HEAVY,SOUR,999.9999997,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD2,HIGH,HEAVY,SOUR,999.9999997,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD2,HIGH,HEAVY,SOUR,999.9999997,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD2,HIGH,HEAVY,SOUR,199134.7545,247.141749,49.69893961
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD2,HIGH,HEAVY,SOUR,199134.7545,216.3345122,51.40357446
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD2,HIGH,HEAVY,SOUR,199134.7545,248.694061,60.28371537
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD2,HIGH,HEAVY,SOUR,1101418.15,172.1238465,334.3630605
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD2,HIGH,HEAVY,SOUR,1101418.15,144.3672054,345.6939257
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD2,HIGH,HEAVY,SOUR,1101418.15,186.5476576,404.5688069
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD2,HIGH,HEAVY,SOUR,999.9999997,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD2,HIGH,HEAVY,SOUR,999.9999997,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD2,HIGH,HEAVY,SOUR,999.9999997,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD2,HIGH,HEAVY,SOUR,1087755.906,165.1233477,499.3813778
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD2,HIGH,HEAVY,SOUR,1087755.906,138.7983932,516.3746682
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD2,HIGH,HEAVY,SOUR,1087755.906,178.2509212,605.3541823
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD2,HIGH,LIGHT,SWEET,5403.377999,1032.029918,1.950832337
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD2,HIGH,LIGHT,SWEET,5403.377999,949.3033388,2.018151177
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD2,HIGH,LIGHT,SWEET,5403.377999,996.2403102,2.334547166
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD2,HIGH,LIGHT,SWEET,421036.5553,207.2060651,125.2486658
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD2,HIGH,LIGHT,SWEET,421036.5553,178.6502921,129.5382245
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD2,HIGH,LIGHT,SWEET,421036.5553,213.7393408,151.9793212
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD2,HIGH,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD2,HIGH,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD2,HIGH,LIGHT,SWEET,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD2,HIGH,LIGHT,SWEET,199134.7545,229.7819966,69.66957631
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD2,HIGH,LIGHT,SWEET,199134.7545,200.4534915,71.53227662
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD2,HIGH,LIGHT,SWEET,199134.7545,233.7527081,85.32607389
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD2,HIGH,LIGHT,SWEET,1101418.15,161.6770359,573.7399298
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD2,HIGH,LIGHT,SWEET,1101418.15,135.6866037,593.3001624
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD2,HIGH,LIGHT,SWEET,1101418.15,175.0394008,695.5537182
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD2,HIGH,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD2,HIGH,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD2,HIGH,LIGHT,SWEET,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD2,HIGH,LIGHT,SWEET,1087755.906,150.7720512,1016.457722
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD2,HIGH,LIGHT,SWEET,1087755.906,126.2506862,1051.117304
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD2,HIGH,LIGHT,SWEET,1087755.906,163.8141476,1231.785388
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD2,HIGH,HEAVY,SOUR,999.9999999,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD2,HIGH,HEAVY,SOUR,999.9999999,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD2,HIGH,HEAVY,SOUR,999.9999999,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD2,HIGH,HEAVY,SOUR,260678.0472,204.0188982,121.3786925
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD2,HIGH,HEAVY,SOUR,260678.0472,178.2104164,125.5074644
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD2,HIGH,HEAVY,SOUR,260678.0472,206.5285124,147.1823375
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD2,HIGH,HEAVY,SOUR,999.9999999,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD2,HIGH,HEAVY,SOUR,999.9999999,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD2,HIGH,HEAVY,SOUR,999.9999999,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD2,HIGH,HEAVY,SOUR,24834.76661,468.3424573,7.687153358
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD2,HIGH,HEAVY,SOUR,24834.76661,423.3296168,7.948480127
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD2,HIGH,HEAVY,SOUR,24834.76661,449.7272988,9.388740979
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD2,HIGH,HEAVY,SOUR,680597.1073,169.9116763,370.8515651
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD2,HIGH,HEAVY,SOUR,680597.1073,144.8838391,383.4389518
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD2,HIGH,HEAVY,SOUR,680597.1073,179.1012319,449.8323577
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD2,HIGH,HEAVY,SOUR,999.9999999,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD2,HIGH,HEAVY,SOUR,999.9999999,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD2,HIGH,HEAVY,SOUR,999.9999999,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD2,HIGH,HEAVY,SOUR,795298.5209,150.1574137,1030.892913
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD2,HIGH,HEAVY,SOUR,795298.5209,127.1868873,1065.763045
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD2,HIGH,HEAVY,SOUR,795298.5209,160.7034967,1247.925485
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD2,HIGH,LIGHT,SWEET,74192.30874,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD2,HIGH,LIGHT,SWEET,74192.30874,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD2,HIGH,LIGHT,SWEET,74192.30874,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD2,HIGH,LIGHT,SWEET,423421.7367,411.2456452,19.08229743
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD2,HIGH,LIGHT,SWEET,423421.7367,352.1251697,19.74009907
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD2,HIGH,LIGHT,SWEET,423421.7367,425.5655786,23.18993456
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD2,HIGH,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD2,HIGH,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD2,HIGH,LIGHT,SWEET,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD2,HIGH,LIGHT,SWEET,228535.5172,223.6551906,76.63529519
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD2,HIGH,LIGHT,SWEET,228535.5172,193.8497775,78.53663009
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD2,HIGH,LIGHT,SWEET,228535.5172,231.3568101,93.40361857
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD2,HIGH,LIGHT,SWEET,626245.3028,179.5335531,274.9498962
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD2,HIGH,LIGHT,SWEET,626245.3028,152.2271182,284.3601315
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD2,HIGH,LIGHT,SWEET,626245.3028,190.7403184,333.4933312
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD2,HIGH,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD2,HIGH,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD2,HIGH,LIGHT,SWEET,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD2,HIGH,LIGHT,SWEET,409013.5776,174.9519742,295.6738372
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD2,HIGH,LIGHT,SWEET,409013.5776,149.2537484,303.550372
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD2,HIGH,LIGHT,SWEET,409013.5776,185.2007571,361.6990772
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,12492.50016,673.5998977,3.834284526
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,12492.50016,616.9221524,3.96743584
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,12492.50016,648.0470146,4.593241954
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,307753.3775,345.9410162,21.21867309
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,307753.3775,300.1931113,21.94725791
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,307753.3775,351.3026928,25.77515542
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,1000.000013,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,1000.000013,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,1000.000013,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,259350.0033,214.8577177,94.06886183
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,259350.0033,186.616032,97.28795001
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,259350.0033,219.234581,114.007819
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,801932.5101,257.8481498,63.38685259
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,801932.5101,218.0131837,65.5540168
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,801932.5101,273.7730614,76.97099011
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,1000.000013,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,1000.000013,0,0
