Electrification Scenarios,Year,PADD,API Level,Sul Level,Attribute,Value,,,
MEDIUM,2050,PADD 5,LIGHT,SOUR,2,153.4536196,3.89199125,43.28843995,46.89186137
MEDIUM,2050,PADD 5,LIGHT,SOUR,3,212.4493308,7.446739816,43.28843995,46.89186137
MEDIUM,2050,PADD 5,LIGHT,SOUR,4,191.5414249,7.321788465,43.28843995,46.89186137
MEDIUM,2050,PADD 5,LIGHT,SOUR,5,296.0512944,10.58001386,43.28843995,46.89186137
MEDIUM,2050,PADD 5,LIGHT,SOUR,6,1067.331587,43.28843995,43.28843995,46.89186137
HIGH,2035,PADD 1,HEAVY,SWEET,0,29.84661274,2.58811883,10.44545389,50.90397862
HIGH,2035,PADD 1,HEAVY,SWEET,1,256.8566877,53.78461789,10.44545389,50.90397862
HIGH,2035,PADD 1,HEAVY,SWEET,2,0,0,10.44545389,50.90397862
HIGH,2035,PADD 1,HEAVY,SWEET,3,71.744417,14.79991006,10.44545389,50.90397862
HIGH,2035,PADD 1,HEAVY,SWEET,4,55.45302498,18.38189934,10.44545389,50.90397862
HIGH,2035,PADD 1,HEAVY,SWEET,5,0,0,10.44545389,50.90397862
HIGH,2035,PADD 1,HEAVY,SWEET,6,60.56248605,10.44545389,10.44545389,50.90397862
HIGH,2035,PADD 1,HEAVY,SOUR,0,29.84661274,2.477500965,16.13036937,50.90397862
HIGH,2035,PADD 1,HEAVY,SOUR,1,256.8566877,53.78461789,16.13036937,50.90397862
HIGH,2035,PADD 1,HEAVY,SOUR,2,0,0,16.13036937,50.90397862
HIGH,2035,PADD 1,HEAVY,SOUR,3,71.744417,14.79991006,16.13036937,50.90397862
HIGH,2035,PADD 1,HEAVY,SOUR,4,55.45302498,12.80760172,16.13036937,50.90397862
HIGH,2035,PADD 1,HEAVY,SOUR,5,0,0,16.13036937,50.90397862
HIGH,2035,PADD 1,HEAVY,SOUR,6,60.56248605,16.13036937,16.13036937,50.90397862
HIGH,2035,PADD 1,LIGHT,SWEET,0,73.26335833,2.477500965,16.13036937,50.90397862
HIGH,2035,PADD 1,LIGHT,SWEET,1,263.991384,53.78461789,16.13036937,50.90397862
HIGH,2035,PADD 1,LIGHT,SWEET,2,0,0,16.13036937,50.90397862
HIGH,2035,PADD 1,LIGHT,SWEET,3,60.17902416,14.79991006,16.13036937,50.90397862
HIGH,2035,PADD 1,LIGHT,SWEET,4,41.26116087,12.80760172,16.13036937,50.90397862
HIGH,2035,PADD 1,LIGHT,SWEET,5,0,0,16.13036937,50.90397862
HIGH,2035,PADD 1,LIGHT,SWEET,6,36.76153533,16.13036937,16.13036937,50.90397862
HIGH,2035,PADD 1,LIGHT,SOUR,0,73.26335833,2.477500965,16.13036937,50.90397862
HIGH,2035,PADD 1,LIGHT,SOUR,1,263.991384,53.78461789,16.13036937,50.90397862
HIGH,2035,PADD 1,LIGHT,SOUR,2,0,0,16.13036937,50.90397862
HIGH,2035,PADD 1,LIGHT,SOUR,3,60.17902416,14.79991006,16.13036937,50.90397862
HIGH,2035,PADD 1,LIGHT,SOUR,4,41.26116087,12.80760172,16.13036937,50.90397862
HIGH,2035,PADD 1,LIGHT,SOUR,5,0,0,16.13036937,50.90397862
HIGH,2035,PADD 1,LIGHT,SOUR,6,36.76153533,16.13036937,16.13036937,50.90397862
HIGH,2050,PADD 1,HEAVY,SWEET,0,24.44164118,3.408068179,0,46.89186137
HIGH,2050,PADD 1,HEAVY,SWEET,1,165.3742564,70.23258923,0,46.89186137
HIGH,2050,PADD 1,HEAVY,SWEET,2,0,0,0,46.89186137
HIGH,2050,PADD 1,HEAVY,SWEET,3,44.50224202,13.55174086,0,46.89186137
HIGH,2050,PADD 1,HEAVY,SWEET,4,33.74379951,12.80760174,0,46.89186137
HIGH,2050,PADD 1,HEAVY,SWEET,5,0,0,0,46.89186137
HIGH,2050,PADD 1,HEAVY,SWEET,6,35.82383043,0,0,46.89186137
HIGH,2050,PADD 1,HEAVY,SOUR,0,24.44164118,2.270034823,17.58600473,46.89186137
HIGH,2050,PADD 1,HEAVY,SOUR,1,165.3742564,53.78461788,17.58600473,46.89186137
HIGH,2050,PADD 1,HEAVY,SOUR,2,0,0,17.58600473,46.89186137
HIGH,2050,PADD 1,HEAVY,SOUR,3,44.50224202,13.55174085,17.58600473,46.89186137
HIGH,2050,PADD 1,HEAVY,SOUR,4,33.74379951,12.80760172,17.58600473,46.89186137
HIGH,2050,PADD 1,HEAVY,SOUR,5,0,0,17.58600473,46.89186137
HIGH,2050,PADD 1,HEAVY,SOUR,6,35.82383043,17.58600473,17.58600473,46.89186137
HIGH,2050,PADD 1,LIGHT,SWEET,0,64.13984367,3.408068177,0,46.89186137
HIGH,2050,PADD 1,LIGHT,SWEET,1,171.8085789,56.75495676,0,46.89186137
HIGH,2050,PADD 1,LIGHT,SWEET,2,0,0,0,46.89186137
HIGH,2050,PADD 1,LIGHT,SWEET,3,33.76497996,27.02937334,0,46.89186137
HIGH,2050,PADD 1,LIGHT,SWEET,4,20.60096447,12.80760172,0,46.89186137
HIGH,2050,PADD 1,LIGHT,SWEET,5,0,0,0,46.89186137
HIGH,2050,PADD 1,LIGHT,SWEET,6,13.8645452,0,0,46.89186137
HIGH,2050,PADD 1,LIGHT,SOUR,0,64.13984367,2.270034823,17.58600473,46.89186137
HIGH,2050,PADD 1,LIGHT,SOUR,1,171.8085789,53.78461788,17.58600473,46.89186137
HIGH,2050,PADD 1,LIGHT,SOUR,2,0,0,17.58600473,46.89186137
HIGH,2050,PADD 1,LIGHT,SOUR,3,33.76497996,13.55174085,17.58600473,46.89186137
HIGH,2050,PADD 1,LIGHT,SOUR,4,20.60096447,12.80760172,17.58600473,46.89186137
HIGH,2050,PADD 1,LIGHT,SOUR,5,0,0,17.58600473,46.89186137
HIGH,2050,PADD 1,LIGHT,SOUR,6,13.8645452,17.58600473,17.58600473,46.89186137
HIGH,2035,PADD 2,HEAVY,SWEET,0,31.11138107,0.191966619,38.64486691,50.90397862
HIGH,2035,PADD 2,HEAVY,SWEET,1,396.4048157,14.95822873,38.64486691,50.90397862
HIGH,2035,PADD 2,HEAVY,SWEET,2,0,0,38.64486691,50.90397862
HIGH,2035,PADD 2,HEAVY,SWEET,3,329.8688982,7.074690234,38.64486691,50.90397862
HIGH,2035,PADD 2,HEAVY,SWEET,4,1018.388775,39.1302475,38.64486691,50.90397862
HIGH,2035,PADD 2,HEAVY,SWEET,5,0,0,38.64486691,50.90397862
HIGH,2035,PADD 2,HEAVY,SWEET,6,828.2214555,38.64486691,38.64486691,50.90397862
HIGH,2035,PADD 2,HEAVY,SOUR,0,31.11138107,0.191966619,38.64486691,50.90397862
HIGH,2035,PADD 2,HEAVY,SOUR,1,396.4048157,14.95822873,38.64486691,50.90397862
HIGH,2035,PADD 2,HEAVY,SOUR,2,0,0,38.64486691,50.90397862
HIGH,2035,PADD 2,HEAVY,SOUR,3,329.8688982,7.074690234,38.64486691,50.90397862
HIGH,2035,PADD 2,HEAVY,SOUR,4,1018.388775,39.1302475,38.64486691,50.90397862
HIGH,2035,PADD 2,HEAVY,SOUR,5,0,0,38.64486691,50.90397862
HIGH,2035,PADD 2,HEAVY,SOUR,6,828.2214555,38.64486691,38.64486691,50.90397862
HIGH,2035,PADD 2,LIGHT,SWEET,0,69.09371213,0.191966619,38.64486691,50.90397862
HIGH,2035,PADD 2,LIGHT,SWEET,1,527.0829242,14.95822873,38.64486691,50.90397862
HIGH,2035,PADD 2,LIGHT,SWEET,2,0,0,38.64486691,50.90397862
HIGH,2035,PADD 2,LIGHT,SWEET,3,314.2636696,7.074690234,38.64486691,50.90397862
HIGH,2035,PADD 2,LIGHT,SWEET,4,982.0760372,39.1302475,38.64486691,50.90397862
HIGH,2035,PADD 2,LIGHT,SWEET,5,0,0,38.64486691,50.90397862
HIGH,2035,PADD 2,LIGHT,SWEET,6,716.5923013,38.64486691,38.64486691,50.90397862
HIGH,2035,PADD 2,LIGHT,SOUR,0,69.09371213,0.191966619,38.64486691,50.90397862
HIGH,2035,PADD 2,LIGHT,SOUR,1,527.0829242,14.95822873,38.64486691,50.90397862
HIGH,2035,PADD 2,LIGHT,SOUR,2,0,0,38.64486691,50.90397862
HIGH,2035,PADD 2,LIGHT,SOUR,3,314.2636696,7.074690234,38.64486691,50.90397862
HIGH,2035,PADD 2,LIGHT,SOUR,4,982.0760372,39.1302475,38.64486691,50.90397862
HIGH,2035,PADD 2,LIGHT,SOUR,5,0,0,38.64486691,50.90397862
HIGH,2035,PADD 2,LIGHT,SOUR,6,716.5923013,38.64486691,38.64486691,50.90397862
HIGH,2050,PADD 2,HEAVY,SWEET,0,0.001554484,4.212101346,23.22082532,46.89186137
HIGH,2050,PADD 2,HEAVY,SWEET,1,113.8369541,24.03881612,23.22082532,46.89186137
HIGH,2050,PADD 2,HEAVY,SWEET,2,0,0,23.22082532,46.89186137
HIGH,2050,PADD 2,HEAVY,SWEET,3,215.4777686,12.97458963,23.22082532,46.89186137
HIGH,2050,PADD 2,HEAVY,SWEET,4,665.6418172,35.55366759,23.22082532,46.89186137
HIGH,2050,PADD 2,HEAVY,SWEET,5,0,0,23.22082532,46.89186137
HIGH,2050,PADD 2,HEAVY,SWEET,6,620.1442772,23.22082532,23.22082532,46.89186137
HIGH,2050,PADD 2,HEAVY,SOUR,0,0.001554484,0,45.15128359,46.89186137
HIGH,2050,PADD 2,HEAVY,SOUR,1,113.8369541,14.79940944,45.15128359,46.89186137
HIGH,2050,PADD 2,HEAVY,SOUR,2,0,0,45.15128359,46.89186137
HIGH,2050,PADD 2,HEAVY,SOUR,3,215.4777686,1.40993798,45.15128359,46.89186137
HIGH,2050,PADD 2,HEAVY,SOUR,4,665.6418172,38.63936898,45.15128359,46.89186137
HIGH,2050,PADD 2,HEAVY,SOUR,5,0,0,45.15128359,46.89186137
HIGH,2050,PADD 2,HEAVY,SOUR,6,620.1442772,45.15128359,45.15128359,46.89186137
HIGH,2050,PADD 2,LIGHT,SWEET,0,20.57749731,4.212101346,23.22082532,46.89186137
HIGH,2050,PADD 2,LIGHT,SWEET,1,248.4510154,24.03881612,23.22082532,46.89186137
HIGH,2050,PADD 2,LIGHT,SWEET,2,0,0,23.22082532,46.89186137
HIGH,2050,PADD 2,LIGHT,SWEET,3,206.4275489,12.97458963,23.22082532,46.89186137
HIGH,2050,PADD 2,LIGHT,SWEET,4,637.2335572,35.55366759,23.22082532,46.89186137
HIGH,2050,PADD 2,LIGHT,SWEET,5,0,0,23.22082532,46.89186137
HIGH,2050,PADD 2,LIGHT,SWEET,6,518.0317637,23.22082532,23.22082532,46.89186137
HIGH,2050,PADD 2,LIGHT,SOUR,0,20.57749731,0,45.15128359,46.89186137
HIGH,2050,PADD 2,LIGHT,SOUR,1,248.4510154,14.79940944,45.15128359,46.89186137
HIGH,2050,PADD 2,LIGHT,SOUR,2,0,0,45.15128359,46.89186137
HIGH,2050,PADD 2,LIGHT,SOUR,3,206.4275489,1.40993798,45.15128359,46.89186137
HIGH,2050,PADD 2,LIGHT,SOUR,4,637.2335572,38.63936898,45.15128359,46.89186137
HIGH,2050,PADD 2,LIGHT,SOUR,5,0,0,45.15128359,46.89186137
HIGH,2050,PADD 2,LIGHT,SOUR,6,518.0317637,45.15128359,45.15128359,46.89186137
HIGH,2035,PADD 3,HEAVY,SWEET,0,654.9904863,3.121057239,50.90397862,50.90397862
HIGH,2035,PADD 3,HEAVY,SWEET,1,546.5897038,9.05835096,50.90397862,50.90397862
HIGH,2035,PADD 3,HEAVY,SWEET,2,305.8454472,3.211742879,50.90397862,50.90397862
HIGH,2035,PADD 3,HEAVY,SWEET,3,575.6998411,10.46044022,50.90397862,50.90397862
HIGH,2035,PADD 3,HEAVY,SWEET,4,1280.515959,22.57986693,50.90397862,50.90397862
HIGH,2035,PADD 3,HEAVY,SWEET,5,0.013871639,0.664563151,50.90397862,50.90397862
HIGH,2035,PADD 3,HEAVY,SWEET,6,3460.305271,50.90397862,50.90397862,50.90397862
HIGH,2035,PADD 3,HEAVY,SOUR,0,654.9904863,3.121057239,50.90397862,50.90397862
HIGH,2035,PADD 3,HEAVY,SOUR,1,546.5897038,9.05835096,50.90397862,50.90397862
HIGH,2035,PADD 3,HEAVY,SOUR,2,305.8454472,3.211742879,50.90397862,50.90397862
HIGH,2035,PADD 3,HEAVY,SOUR,3,575.6998411,10.46044022,50.90397862,50.90397862
HIGH,2035,PADD 3,HEAVY,SOUR,4,1280.515959,22.57986693,50.90397862,50.90397862
HIGH,2035,PADD 3,HEAVY,SOUR,5,0.013871639,0.664563151,50.90397862,50.90397862
HIGH,2035,PADD 3,HEAVY,SOUR,6,3460.305271,50.90397862,50.90397862,50.90397862
HIGH,2035,PADD 3,LIGHT,SWEET,0,818.8993087,3.121057239,50.90397862,50.90397862
HIGH,2035,PADD 3,LIGHT,SWEET,1,927.5079549,9.05835096,50.90397862,50.90397862
HIGH,2035,PADD 3,LIGHT,SWEET,2,305.8510796,3.211742879,50.90397862,50.90397862
HIGH,2035,PADD 3,LIGHT,SWEET,3,629.090237,10.46044022,50.90397862,50.90397862
HIGH,2035,PADD 3,LIGHT,SWEET,4,1176.199149,22.57986693,50.90397862,50.90397862
HIGH,2035,PADD 3,LIGHT,SWEET,5,53.61683652,0.664563151,50.90397862,50.90397862
HIGH,2035,PADD 3,LIGHT,SWEET,6,2782.275681,50.90397862,50.90397862,50.90397862
HIGH,2035,PADD 3,LIGHT,SOUR,0,818.8993087,3.121057239,50.90397862,50.90397862
HIGH,2035,PADD 3,LIGHT,SOUR,1,927.5079549,9.05835096,50.90397862,50.90397862
HIGH,2035,PADD 3,LIGHT,SOUR,2,305.8510796,3.211742879,50.90397862,50.90397862
HIGH,2035,PADD 3,LIGHT,SOUR,3,629.090237,10.46044022,50.90397862,50.90397862
HIGH,2035,PADD 3,LIGHT,SOUR,4,1176.199149,22.57986693,50.90397862,50.90397862
HIGH,2035,PADD 3,LIGHT,SOUR,5,53.61683652,0.664563151,50.90397862,50.90397862
HIGH,2035,PADD 3,LIGHT,SOUR,6,2782.275681,50.90397862,50.90397862,50.90397862
HIGH,2050,PADD 3,HEAVY,SWEET,0,579.75922,3.20362489,46.89186137,46.89186137
HIGH,2050,PADD 3,HEAVY,SWEET,1,400.3865447,11.05634247,46.89186137,46.89186137
HIGH,2050,PADD 3,HEAVY,SWEET,2,290.7785608,3.388002697,46.89186137,46.89186137
HIGH,2050,PADD 3,HEAVY,SWEET,3,369.8168515,10.55683119,46.89186137,46.89186137
HIGH,2050,PADD 3,HEAVY,SWEET,4,871.4908911,23.96413596,46.89186137,46.89186137
HIGH,2050,PADD 3,HEAVY,SWEET,5,0.001058204,0.939201428,46.89186137,46.89186137
HIGH,2050,PADD 3,HEAVY,SWEET,6,2419.039868,46.89186137,46.89186137,46.89186137
HIGH,2050,PADD 3,HEAVY,SOUR,0,579.75922,3.20362489,46.89186137,46.89186137
HIGH,2050,PADD 3,HEAVY,SOUR,1,400.3865447,11.05634247,46.89186137,46.89186137
HIGH,2050,PADD 3,HEAVY,SOUR,2,290.7785608,3.388002697,46.89186137,46.89186137
HIGH,2050,PADD 3,HEAVY,SOUR,3,369.8168515,10.55683119,46.89186137,46.89186137
HIGH,2050,PADD 3,HEAVY,SOUR,4,871.4908911,23.96413596,46.89186137,46.89186137
HIGH,2050,PADD 3,HEAVY,SOUR,5,0.001058204,0.939201428,46.89186137,46.89186137
HIGH,2050,PADD 3,HEAVY,SOUR,6,2419.039868,46.89186137,46.89186137,46.89186137
HIGH,2050,PADD 3,LIGHT,SWEET,0,964.1491346,3.20362489,46.89186137,46.89186137
HIGH,2050,PADD 3,LIGHT,SWEET,1,456.6830379,11.05634247,46.89186137,46.89186137
HIGH,2050,PADD 3,LIGHT,SWEET,2,315.8842163,3.388002697,46.89186137,46.89186137
HIGH,2050,PADD 3,LIGHT,SWEET,3,258.6292642,10.55683119,46.89186137,46.89186137
HIGH,2050,PADD 3,LIGHT,SWEET,4,736.5450544,23.96413596,46.89186137,46.89186137
HIGH,2050,PADD 3,LIGHT,SWEET,5,0.005081192,0.939201428,46.89186137,46.89186137
HIGH,2050,PADD 3,LIGHT,SWEET,6,2197.763366,46.89186137,46.89186137,46.89186137
HIGH,2050,PADD 3,LIGHT,SOUR,0,964.1491346,3.20362489,46.89186137,46.89186137
HIGH,2050,PADD 3,LIGHT,SOUR,1,456.6830379,11.05634247,46.89186137,46.89186137
HIGH,2050,PADD 3,LIGHT,SOUR,2,315.8842163,3.388002697,46.89186137,46.89186137
HIGH,2050,PADD 3,LIGHT,SOUR,3,258.6292642,10.55683119,46.89186137,46.89186137
HIGH,2050,PADD 3,LIGHT,SOUR,4,736.5450544,23.96413596,46.89186137,46.89186137
HIGH,2050,PADD 3,LIGHT,SOUR,5,0.005081192,0.939201428,46.89186137,46.89186137
HIGH,2050,PADD 3,LIGHT,SOUR,6,2197.763366,46.89186137,46.89186137,46.89186137
HIGH,2035,PADD 4,HEAVY,SWEET,0,41.24720907,2.179297044,11.21721553,50.90397862
HIGH,2035,PADD 4,HEAVY,SWEET,1,311.6567847,49.99877266,11.21721553,50.90397862
HIGH,2035,PADD 4,HEAVY,SWEET,2,0,0,11.21721553,50.90397862
HIGH,2035,PADD 4,HEAVY,SWEET,3,138.9647436,8.573618398,11.21721553,50.90397862
HIGH,2035,PADD 4,HEAVY,SWEET,4,2.210775022,28.03109637,11.21721553,50.90397862
HIGH,2035,PADD 4,HEAVY,SWEET,5,0,0,11.21721553,50.90397862
HIGH,2035,PADD 4,HEAVY,SWEET,6,8.16557E-11,11.21721553,11.21721553,50.90397862
HIGH,2035,PADD 4,HEAVY,SOUR,0,41.24720907,2.179297044,11.21721553,50.90397862
HIGH,2035,PADD 4,HEAVY,SOUR,1,311.6567847,49.99877266,11.21721553,50.90397862
HIGH,2035,PADD 4,HEAVY,SOUR,2,0,0,11.21721553,50.90397862
HIGH,2035,PADD 4,HEAVY,SOUR,3,138.9647436,8.573618398,11.21721553,50.90397862
HIGH,2035,PADD 4,HEAVY,SOUR,4,2.210775022,28.03109637,11.21721553,50.90397862
HIGH,2035,PADD 4,HEAVY,SOUR,5,0,0,11.21721553,50.90397862
HIGH,2035,PADD 4,HEAVY,SOUR,6,8.16557E-11,11.21721553,11.21721553,50.90397862
HIGH,2035,PADD 4,LIGHT,SWEET,0,41.24720907,2.179297044,11.21721553,50.90397862
HIGH,2035,PADD 4,LIGHT,SWEET,1,311.6567847,49.99877266,11.21721553,50.90397862
HIGH,2035,PADD 4,LIGHT,SWEET,2,0,0,11.21721553,50.90397862
HIGH,2035,PADD 4,LIGHT,SWEET,3,138.9647436,8.573618398,11.21721553,50.90397862
HIGH,2035,PADD 4,LIGHT,SWEET,4,2.212485054,28.03109637,11.21721553,50.90397862
HIGH,2035,PADD 4,LIGHT,SWEET,5,0,0,11.21721553,50.90397862
HIGH,2035,PADD 4,LIGHT,SWEET,6,3.32995E-11,11.21721553,11.21721553,50.90397862
HIGH,2035,PADD 4,LIGHT,SOUR,0,41.24720907,2.179297044,11.21721553,50.90397862
HIGH,2035,PADD 4,LIGHT,SOUR,1,311.6567847,49.99877266,11.21721553,50.90397862
HIGH,2035,PADD 4,LIGHT,SOUR,2,0,0,11.21721553,50.90397862
HIGH,2035,PADD 4,LIGHT,SOUR,3,138.9647436,8.573618398,11.21721553,50.90397862
HIGH,2035,PADD 4,LIGHT,SOUR,4,2.212485054,28.03109637,11.21721553,50.90397862
HIGH,2035,PADD 4,LIGHT,SOUR,5,0,0,11.21721553,50.90397862
HIGH,2035,PADD 4,LIGHT,SOUR,6,3.32995E-11,11.21721553,11.21721553,50.90397862
HIGH,2050,PADD 4,HEAVY,SWEET,0,67.36727124,2.179297043,1.210576421,46.89186137
HIGH,2050,PADD 4,HEAVY,SWEET,1,178.2144712,66.21585039,1.210576421,46.89186137
HIGH,2050,PADD 4,HEAVY,SWEET,2,0,0,1.210576421,46.89186137
HIGH,2050,PADD 4,HEAVY,SWEET,3,7.696447528,6.54228365,1.210576421,46.89186137
HIGH,2050,PADD 4,HEAVY,SWEET,4,62.46918055,23.8519925,1.210576421,46.89186137
HIGH,2050,PADD 4,HEAVY,SWEET,5,0,0,1.210576421,46.89186137
HIGH,2050,PADD 4,HEAVY,SWEET,6,0.212299742,1.210576421,1.210576421,46.89186137
HIGH,2050,PADD 4,HEAVY,SOUR,0,67.36727124,0.918034188,21.22385465,46.89186137
HIGH,2050,PADD 4,HEAVY,SOUR,1,178.2144712,35.04292403,21.22385465,46.89186137
HIGH,2050,PADD 4,HEAVY,SOUR,2,0,0,21.22385465,46.89186137
HIGH,2050,PADD 4,HEAVY,SOUR,3,7.696447528,10.60498689,21.22385465,46.89186137
HIGH,2050,PADD 4,HEAVY,SOUR,4,62.46918055,32.21020025,21.22385465,46.89186137
HIGH,2050,PADD 4,HEAVY,SOUR,5,0,0,21.22385465,46.89186137
HIGH,2050,PADD 4,HEAVY,SOUR,6,0.212299742,21.22385465,21.22385465,46.89186137
HIGH,2050,PADD 4,LIGHT,SWEET,0,67.34774138,2.179297043,1.210576421,46.89186137
HIGH,2050,PADD 4,LIGHT,SWEET,1,208.0329957,66.21585039,1.210576421,46.89186137
HIGH,2050,PADD 4,LIGHT,SWEET,2,0,0,1.210576421,46.89186137
HIGH,2050,PADD 4,LIGHT,SWEET,3,0.14721016,6.54228365,1.210576421,46.89186137
HIGH,2050,PADD 4,LIGHT,SWEET,4,41.67743307,23.8519925,1.210576421,46.89186137
HIGH,2050,PADD 4,LIGHT,SWEET,5,0,0,1.210576421,46.89186137
HIGH,2050,PADD 4,LIGHT,SWEET,6,0.201565962,1.210576421,1.210576421,46.89186137
HIGH,2050,PADD 4,LIGHT,SOUR,0,67.34774138,0.918034188,21.22385465,46.89186137
HIGH,2050,PADD 4,LIGHT,SOUR,1,208.0329957,35.04292403,21.22385465,46.89186137
HIGH,2050,PADD 4,LIGHT,SOUR,2,0,0,21.22385465,46.89186137
HIGH,2050,PADD 4,LIGHT,SOUR,3,0.14721016,10.60498689,21.22385465,46.89186137
HIGH,2050,PADD 4,LIGHT,SOUR,4,41.67743307,32.21020025,21.22385465,46.89186137
HIGH,2050,PADD 4,LIGHT,SOUR,5,0,0,21.22385465,46.89186137
HIGH,2050,PADD 4,LIGHT,SOUR,6,0.201565962,21.22385465,21.22385465,46.89186137
HIGH,2035,PADD 5,HEAVY,SWEET,0,460.5308975,13.23523255,45.51960536,50.90397862
HIGH,2035,PADD 5,HEAVY,SWEET,1,230.323833,7.788906719,45.51960536,50.90397862
HIGH,2035,PADD 5,HEAVY,SWEET,2,252.0029813,6.183869296,45.51960536,50.90397862
HIGH,2035,PADD 5,HEAVY,SWEET,3,126.9414799,8.1915597,45.51960536,50.90397862
HIGH,2035,PADD 5,HEAVY,SWEET,4,83.64905387,7.55882478,45.51960536,50.90397862
HIGH,2035,PADD 5,HEAVY,SWEET,5,171.265252,11.5220016,45.51960536,50.90397862
HIGH,2035,PADD 5,HEAVY,SWEET,6,897.5806365,45.51960536,45.51960536,50.90397862
HIGH,2035,PADD 5,HEAVY,SOUR,0,460.5308975,13.23523255,45.51960536,50.90397862
HIGH,2035,PADD 5,HEAVY,SOUR,1,230.323833,7.788906719,45.51960536,50.90397862
HIGH,2035,PADD 5,HEAVY,SOUR,2,252.0029813,6.183869296,45.51960536,50.90397862
HIGH,2035,PADD 5,HEAVY,SOUR,3,126.9414799,8.1915597,45.51960536,50.90397862
HIGH,2035,PADD 5,HEAVY,SOUR,4,83.64905387,7.55882478,45.51960536,50.90397862
HIGH,2035,PADD 5,HEAVY,SOUR,5,171.265252,11.5220016,45.51960536,50.90397862
HIGH,2035,PADD 5,HEAVY,SOUR,6,897.5806365,45.51960536,45.51960536,50.90397862
HIGH,2035,PADD 5,LIGHT,SWEET,0,291.4401821,13.23523255,45.51960536,50.90397862
HIGH,2035,PADD 5,LIGHT,SWEET,1,197.1922446,7.788906719,45.51960536,50.90397862
HIGH,2035,PADD 5,LIGHT,SWEET,2,239.169901,6.183869296,45.51960536,50.90397862
HIGH,2035,PADD 5,LIGHT,SWEET,3,163.1470274,8.1915597,45.51960536,50.90397862
HIGH,2035,PADD 5,LIGHT,SWEET,4,129.6326201,7.55882478,45.51960536,50.90397862
HIGH,2035,PADD 5,LIGHT,SWEET,5,225.4791064,11.5220016,45.51960536,50.90397862
HIGH,2035,PADD 5,LIGHT,SWEET,6,979.4192743,45.51960536,45.51960536,50.90397862
HIGH,2035,PADD 5,LIGHT,SOUR,0,291.4401821,13.23523255,45.51960536,50.90397862
HIGH,2035,PADD 5,LIGHT,SOUR,1,197.1922446,7.788906719,45.51960536,50.90397862
HIGH,2035,PADD 5,LIGHT,SOUR,2,239.169901,6.183869296,45.51960536,50.90397862
HIGH,2035,PADD 5,LIGHT,SOUR,3,163.1470274,8.1915597,45.51960536,50.90397862
HIGH,2035,PADD 5,LIGHT,SOUR,4,129.6326201,7.55882478,45.51960536,50.90397862
HIGH,2035,PADD 5,LIGHT,SOUR,5,225.4791064,11.5220016,45.51960536,50.90397862
HIGH,2035,PADD 5,LIGHT,SOUR,6,979.4192743,45.51960536,45.51960536,50.90397862
HIGH,2050,PADD 5,HEAVY,SWEET,0,49.48227931,19.68211994,43.28843995,46.89186137
HIGH,2050,PADD 5,HEAVY,SWEET,1,116.8677944,7.788906718,43.28843995,46.89186137
HIGH,2050,PADD 5,HEAVY,SWEET,2,115.2211331,3.892000187,43.28843995,46.89186137
HIGH,2050,PADD 5,HEAVY,SWEET,3,162.188825,7.446730885,43.28843995,46.89186137
HIGH,2050,PADD 5,HEAVY,SWEET,4,146.9726177,7.321788467,43.28843995,46.89186137
HIGH,2050,PADD 5,HEAVY,SWEET,5,226.1324712,10.58001386,43.28843995,46.89186137
HIGH,2050,PADD 5,HEAVY,SWEET,6,811.3758901,43.28843995,43.28843995,46.89186137
HIGH,2050,PADD 5,HEAVY,SOUR,0,49.48227931,19.68211994,43.28843995,46.89186137
HIGH,2050,PADD 5,HEAVY,SOUR,1,116.8677944,7.788906718,43.28843995,46.89186137
HIGH,2050,PADD 5,HEAVY,SOUR,2,115.2211331,3.892000187,43.28843995,46.89186137
HIGH,2050,PADD 5,HEAVY,SOUR,3,162.188825,7.446730885,43.28843995,46.89186137
HIGH,2050,PADD 5,HEAVY,SOUR,4,146.9726177,7.321788467,43.28843995,46.89186137
HIGH,2050,PADD 5,HEAVY,SOUR,5,226.1324712,10.58001386,43.28843995,46.89186137
HIGH,2050,PADD 5,HEAVY,SOUR,6,811.3758901,43.28843995,43.28843995,46.89186137
HIGH,2050,PADD 5,LIGHT,SWEET,0,0.000504699,19.68211994,43.28843995,46.89186137
HIGH,2050,PADD 5,LIGHT,SWEET,1,0.000918062,7.788906718,43.28843995,46.89186137
HIGH,2050,PADD 5,LIGHT,SWEET,2,0.001043924,3.892000187,43.28843995,46.89186137
HIGH,2050,PADD 5,LIGHT,SWEET,3,84.08458222,7.446730885,43.28843995,46.89186137
HIGH,2050,PADD 5,LIGHT,SWEET,4,146.0817576,7.321788467,43.28843995,46.89186137
HIGH,2050,PADD 5,LIGHT,SWEET,5,290.2346856,10.58001386,43.28843995,46.89186137
HIGH,2050,PADD 5,LIGHT,SWEET,6,1093.469321,43.28843995,43.28843995,46.89186137
HIGH,2050,PADD 5,LIGHT,SOUR,0,0.000504699,19.68211994,43.28843995,46.89186137
HIGH,2050,PADD 5,LIGHT,SOUR,1,0.000918062,7.788906718,43.28843995,46.89186137
HIGH,2050,PADD 5,LIGHT,SOUR,2,0.001043924,3.892000187,43.28843995,46.89186137
HIGH,2050,PADD 5,LIGHT,SOUR,3,84.08458222,7.446730885,43.28843995,46.89186137
