Refinery Configuration,Config,Capture Scenario,Year,PADD,Scenario,API,Sul,"Total Avoided CO2,kt/y","Marginal Abatement Cost, $/t"
Deep Conversion: FCC & GO-HC (6),6,SMR,2035,2,MEDIUM,HEAVY,SOUR,1161.967387,163.4191194
Deep Conversion: FCC & GO-HC (6),6,Others,2035,2,MEDIUM,HEAVY,SOUR,463.9207669,230.3551122
Hydroskimming Configuration (0),0,ADU/VDU,2050,2,MEDIUM,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,CNR,2050,2,MEDIUM,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,FCC/RFCC,2050,2,MEDIUM,HEAVY,SOUR,0.00E+00,0
Hydroskimming Configuration (0),0,Coker,2050,2,MEDIUM,HEAVY,SOUR,0.00E+00,0
Hydroskimming Configuration (0),0,Hydrotreater,2050,2,MEDIUM,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,Steam Boiler,2050,2,MEDIUM,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,SMR,2050,2,MEDIUM,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,Others,2050,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion:  FCC (1),1,ADU/VDU,2050,2,MEDIUM,HEAVY,SOUR,565.9836741,215.3312706
Medium Conversion:  FCC (1),1,CNR,2050,2,MEDIUM,HEAVY,SOUR,178.6951786,244.9299248
Medium Conversion:  FCC (1),1,FCC/RFCC,2050,2,MEDIUM,HEAVY,SOUR,528.1666234,144.3001018
Medium Conversion:  FCC (1),1,Coker,2050,2,MEDIUM,HEAVY,SOUR,260.9165012,233.366822
Medium Conversion:  FCC (1),1,Hydrotreater,2050,2,MEDIUM,HEAVY,SOUR,683.5552816,211.3440749
Medium Conversion:  FCC (1),1,Steam Boiler,2050,2,MEDIUM,HEAVY,SOUR,42.46751615,319.143432
Medium Conversion:  FCC (1),1,SMR,2050,2,MEDIUM,HEAVY,SOUR,233.9550984,191.9845085
Medium Conversion:  FCC (1),1,Others,2050,2,MEDIUM,HEAVY,SOUR,135.5270839,256.4161056
Medium Conversion: GO-HC (2),2,ADU/VDU,2050,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,CNR,2050,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2050,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Coker,2050,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,SMR,2050,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Others,2050,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,2,MEDIUM,HEAVY,SOUR,53.69844747,286.8690788
Medium Conversion: FCC & GO-HC (3),3,CNR,2050,2,MEDIUM,HEAVY,SOUR,24.22888807,339.6000123
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2050,2,MEDIUM,HEAVY,SOUR,42.05488248,224.1894355
Medium Conversion: FCC & GO-HC (3),3,Coker,2050,2,MEDIUM,HEAVY,SOUR,23.60763919,343.6718991
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2050,2,MEDIUM,HEAVY,SOUR,61.1429307,281.695731
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2050,2,MEDIUM,HEAVY,SOUR,4.807195523,606.0923541
Medium Conversion: FCC & GO-HC (3),3,SMR,2050,2,MEDIUM,HEAVY,SOUR,16.66313362,351.6163555
Medium Conversion: FCC & GO-HC (3),3,Others,2050,2,MEDIUM,HEAVY,SOUR,16.36026109,384.7112935
Deep Conversion: FCC (4),4,ADU/VDU,2050,2,MEDIUM,HEAVY,SOUR,1521.801579,198.1604169
Deep Conversion: FCC (4),4,CNR,2050,2,MEDIUM,HEAVY,SOUR,520.1620212,219.1500666
Deep Conversion: FCC (4),4,FCC/RFCC,2050,2,MEDIUM,HEAVY,SOUR,1690.258252,126.3160711
Deep Conversion: FCC (4),4,Coker,2050,2,MEDIUM,HEAVY,SOUR,763.7424612,210.7657185
Deep Conversion: FCC (4),4,Hydrotreater,2050,2,MEDIUM,HEAVY,SOUR,1638.828416,196.9617345
Deep Conversion: FCC (4),4,Steam Boiler,2050,2,MEDIUM,HEAVY,SOUR,134.3377245,271.5993219
Deep Conversion: FCC (4),4,SMR,2050,2,MEDIUM,HEAVY,SOUR,581.1226388,175.8115239
Deep Conversion: FCC (4),4,Others,2050,2,MEDIUM,HEAVY,SOUR,408.5568018,225.7272086
Deep Conversion: GO-HC (5),5,ADU/VDU,2050,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,CNR,2050,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2050,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Coker,2050,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2050,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2050,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,SMR,2050,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Others,2050,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2050,2,MEDIUM,HEAVY,SOUR,1774.708257,197.3057201
Deep Conversion: FCC & GO-HC (6),6,CNR,2050,2,MEDIUM,HEAVY,SOUR,793.0220377,211.2980116
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2050,2,MEDIUM,HEAVY,SOUR,1785.313589,125.6063557
Deep Conversion: FCC & GO-HC (6),6,Coker,2050,2,MEDIUM,HEAVY,SOUR,850.551279,209.9781352
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2050,2,MEDIUM,HEAVY,SOUR,1717.436806,197.5775812
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2050,2,MEDIUM,HEAVY,SOUR,152.7009993,266.9471851
Deep Conversion: FCC & GO-HC (6),6,SMR,2050,2,MEDIUM,HEAVY,SOUR,901.7025363,166.3794899
Deep Conversion: FCC & GO-HC (6),6,Others,2050,2,MEDIUM,HEAVY,SOUR,633.4798455,216.1007695
Hydroskimming Configuration (0),0,ADU/VDU,2035,2,HIGH,HEAVY,SOUR,5.647900471,554.817453
Hydroskimming Configuration (0),0,CNR,2035,2,HIGH,HEAVY,SOUR,4.322159805,626.2626649
Hydroskimming Configuration (0),0,FCC/RFCC,2035,2,HIGH,HEAVY,SOUR,3.52E-17,0
Hydroskimming Configuration (0),0,Coker,2035,2,HIGH,HEAVY,SOUR,1.90E-17,0
Hydroskimming Configuration (0),0,Hydrotreater,2035,2,HIGH,HEAVY,SOUR,7.005151184,515.9334329
Hydroskimming Configuration (0),0,Steam Boiler,2035,2,HIGH,HEAVY,SOUR,0.899879273,1650.593164
Hydroskimming Configuration (0),0,SMR,2035,2,HIGH,HEAVY,SOUR,0.603807135,2925.360422
Hydroskimming Configuration (0),0,Others,2035,2,HIGH,HEAVY,SOUR,1.205240716,1378.661595
Medium Conversion:  FCC (1),1,ADU/VDU,2035,2,HIGH,HEAVY,SOUR,638.3058017,213.4026861
Medium Conversion:  FCC (1),1,CNR,2035,2,HIGH,HEAVY,SOUR,325.4297355,229.1052689
Medium Conversion:  FCC (1),1,FCC/RFCC,2035,2,HIGH,HEAVY,SOUR,631.5451644,141.5088047
Medium Conversion:  FCC (1),1,Coker,2035,2,HIGH,HEAVY,SOUR,302.2218626,231.4862822
Medium Conversion:  FCC (1),1,Hydrotreater,2035,2,HIGH,HEAVY,SOUR,732.1919879,210.4296593
Medium Conversion:  FCC (1),1,Steam Boiler,2035,2,HIGH,HEAVY,SOUR,77.40354147,292.5021668
Medium Conversion:  FCC (1),1,SMR,2035,2,HIGH,HEAVY,SOUR,146.3011898,211.9122451
Medium Conversion:  FCC (1),1,Others,2035,2,HIGH,HEAVY,SOUR,142.6410235,259.0130327
Medium Conversion: GO-HC (2),2,ADU/VDU,2035,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,CNR,2035,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2035,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Coker,2035,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2035,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2035,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,SMR,2035,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Others,2035,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2035,2,HIGH,HEAVY,SOUR,282.6840563,232.5959731
Medium Conversion: FCC & GO-HC (3),3,CNR,2035,2,HIGH,HEAVY,SOUR,119.4026339,259.7964045
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2035,2,HIGH,HEAVY,SOUR,209.0930556,165.3053736
Medium Conversion: FCC & GO-HC (3),3,Coker,2035,2,HIGH,HEAVY,SOUR,112.5025998,262.6891702
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2035,2,HIGH,HEAVY,SOUR,311.7339543,229.7924426
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2035,2,HIGH,HEAVY,SOUR,36.03271956,329.7565219
Medium Conversion: FCC & GO-HC (3),3,SMR,2035,2,HIGH,HEAVY,SOUR,59.77904533,248.694061
Medium Conversion: FCC & GO-HC (3),3,Others,2035,2,HIGH,HEAVY,SOUR,68.68512079,289.7760651
Deep Conversion: FCC (4),4,ADU/VDU,2035,2,HIGH,HEAVY,SOUR,1585.603982,200.3331884
Deep Conversion: FCC (4),4,CNR,2035,2,HIGH,HEAVY,SOUR,1070.026994,207.2634306
Deep Conversion: FCC (4),4,FCC/RFCC,2035,2,HIGH,HEAVY,SOUR,1581.018154,127.8109029
Deep Conversion: FCC (4),4,Coker,2035,2,HIGH,HEAVY,SOUR,752.8052349,214.9213504
Deep Conversion: FCC (4),4,Hydrotreater,2035,2,HIGH,HEAVY,SOUR,1976.008265,196.8975605
Deep Conversion: FCC (4),4,Steam Boiler,2035,2,HIGH,HEAVY,SOUR,211.7495901,257.7788226
Deep Conversion: FCC (4),4,SMR,2035,2,HIGH,HEAVY,SOUR,401.1819261,186.5476576
Deep Conversion: FCC (4),4,Others,2035,2,HIGH,HEAVY,SOUR,365.5418644,235.0566574
Deep Conversion: GO-HC (5),5,ADU/VDU,2035,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,CNR,2035,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2035,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Coker,2035,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2035,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2035,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,SMR,2035,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Others,2035,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2035,2,HIGH,HEAVY,SOUR,1653.035617,199.2883071
Deep Conversion: FCC & GO-HC (6),6,CNR,2035,2,HIGH,HEAVY,SOUR,966.3693152,209.1742357
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2035,2,HIGH,HEAVY,SOUR,1788.170095,126.0637003
Deep Conversion: FCC & GO-HC (6),6,Coker,2035,2,HIGH,HEAVY,SOUR,787.6838297,213.5630359
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2035,2,HIGH,HEAVY,SOUR,1792.175459,197.8844593
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2035,2,HIGH,HEAVY,SOUR,226.3724353,255.6875118
Deep Conversion: FCC & GO-HC (6),6,SMR,2035,2,HIGH,HEAVY,SOUR,600.2864104,178.2509212
Deep Conversion: FCC & GO-HC (6),6,Others,2035,2,HIGH,HEAVY,SOUR,452.9134759,227.9551578
Hydroskimming Configuration (0),0,ADU/VDU,2050,2,HIGH,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,CNR,2050,2,HIGH,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,FCC/RFCC,2050,2,HIGH,HEAVY,SOUR,0.00E+00,0
Hydroskimming Configuration (0),0,Coker,2050,2,HIGH,HEAVY,SOUR,0.00E+00,0
Hydroskimming Configuration (0),0,Hydrotreater,2050,2,HIGH,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,Steam Boiler,2050,2,HIGH,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,SMR,2050,2,HIGH,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,Others,2050,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion:  FCC (1),1,ADU/VDU,2050,2,HIGH,HEAVY,SOUR,396.4290255,221.6345504
Medium Conversion:  FCC (1),1,CNR,2050,2,HIGH,HEAVY,SOUR,109.8434924,260.4861299
Medium Conversion:  FCC (1),1,FCC/RFCC,2050,2,HIGH,HEAVY,SOUR,379.485392,150.8692583
Medium Conversion:  FCC (1),1,Coker,2050,2,HIGH,HEAVY,SOUR,181.6146092,242.4934462
Medium Conversion:  FCC (1),1,Hydrotreater,2050,2,HIGH,HEAVY,SOUR,446.0941875,219.2271717
Medium Conversion:  FCC (1),1,Steam Boiler,2050,2,HIGH,HEAVY,SOUR,31.55245725,337.1112612
Medium Conversion:  FCC (1),1,SMR,2050,2,HIGH,HEAVY,SOUR,145.9116843,206.5285124
Medium Conversion:  FCC (1),1,Others,2050,2,HIGH,HEAVY,SOUR,111.848955,260.0380723
Medium Conversion: GO-HC (2),2,ADU/VDU,2050,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,CNR,2050,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2050,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Coker,2050,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,SMR,2050,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Others,2050,2,HIGH,HEAVY,SOUR,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,2,HIGH,HEAVY,SOUR,36.53902207,310.0498857
Medium Conversion: FCC & GO-HC (3),3,CNR,2050,2,HIGH,HEAVY,SOUR,17.70497747,368.4177884
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2050,2,HIGH,HEAVY,SOUR,22.10280662,270.4678724
Medium Conversion: FCC & GO-HC (3),3,Coker,2050,2,HIGH,HEAVY,SOUR,17.03395217,375.2171748
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2050,2,HIGH,HEAVY,SOUR,40.30802903,306.012847
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2050,2,HIGH,HEAVY,SOUR,3.787548754,672.3913277
Medium Conversion: FCC & GO-HC (3),3,SMR,2050,2,HIGH,HEAVY,SOUR,9.30768619,449.7272988
Medium Conversion: FCC & GO-HC (3),3,Others,2050,2,HIGH,HEAVY,SOUR,8.969428991,473.1901468
Deep Conversion: FCC (4),4,ADU/VDU,2050,2,HIGH,HEAVY,SOUR,1048.866007,203.1781798
Deep Conversion: FCC (4),4,CNR,2050,2,HIGH,HEAVY,SOUR,404.9279065,222.9003983
Deep Conversion: FCC (4),4,FCC/RFCC,2050,2,HIGH,HEAVY,SOUR,1359.17707,129.1243715
Deep Conversion: FCC (4),4,Coker,2050,2,HIGH,HEAVY,SOUR,510.3228757,217.6432942
Deep Conversion: FCC (4),4,Hydrotreater,2050,2,HIGH,HEAVY,SOUR,1215.084962,200.7616092
Deep Conversion: FCC (4),4,Steam Boiler,2050,2,HIGH,HEAVY,SOUR,92.94197231,283.408161
Deep Conversion: FCC (4),4,SMR,2050,2,HIGH,HEAVY,SOUR,445.9488693,179.1012319
Deep Conversion: FCC (4),4,Others,2050,2,HIGH,HEAVY,SOUR,295.3675729,232.0867186
Deep Conversion: GO-HC (5),5,ADU/VDU,2050,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,CNR,2050,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2050,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Coker,2050,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2050,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2050,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,SMR,2050,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Others,2050,2,HIGH,HEAVY,SOUR,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2050,2,HIGH,HEAVY,SOUR,1169.130508,202.448855
Deep Conversion: FCC & GO-HC (6),6,CNR,2050,2,HIGH,HEAVY,SOUR,160.7060296,250.9967298
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2050,2,HIGH,HEAVY,SOUR,1224.502902,130.2810878
Deep Conversion: FCC & GO-HC (6),6,Coker,2050,2,HIGH,HEAVY,SOUR,517.5577638,217.492693
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2050,2,HIGH,HEAVY,SOUR,1424.737489,199.3887621
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2050,2,HIGH,HEAVY,SOUR,57.06759883,302.3585655
Deep Conversion: FCC & GO-HC (6),6,SMR,2050,2,HIGH,HEAVY,SOUR,1237.151907,160.7034967
Deep Conversion: FCC & GO-HC (6),6,Others,2050,2,HIGH,HEAVY,SOUR,430.2870928,221.5365787
Hydroskimming Configuration (0),0,ADU/VDU,2035,3,LOW,HEAVY,SOUR,306.8428347,163.059787
Hydroskimming Configuration (0),0,CNR,2035,3,LOW,HEAVY,SOUR,62.66461834,201.6565284
Hydroskimming Configuration (0),0,FCC/RFCC,2035,3,LOW,HEAVY,SOUR,3.53E-17,0
Hydroskimming Configuration (0),0,Coker,2035,3,LOW,HEAVY,SOUR,1.76E-17,0
Hydroskimming Configuration (0),0,Hydrotreater,2035,3,LOW,HEAVY,SOUR,314.370882,162.6330873
Hydroskimming Configuration (0),0,Steam Boiler,2035,3,LOW,HEAVY,SOUR,32.85865303,228.2660038
Hydroskimming Configuration (0),0,SMR,2035,3,LOW,HEAVY,SOUR,133.9026944,145.5831891
Hydroskimming Configuration (0),0,Others,2035,3,LOW,HEAVY,SOUR,100.8678461,187.1533839
Medium Conversion:  FCC (1),1,ADU/VDU,2035,3,LOW,HEAVY,SOUR,1306.576965,141.1078403
Medium Conversion:  FCC (1),1,CNR,2035,3,LOW,HEAVY,SOUR,738.0229527,148.638204
Medium Conversion:  FCC (1),1,FCC/RFCC,2035,3,LOW,HEAVY,SOUR,1402.933457,93.07944833
Medium Conversion:  FCC (1),1,Coker,2035,3,LOW,HEAVY,SOUR,582.6719141,152.4624404
Medium Conversion:  FCC (1),1,Hydrotreater,2035,3,LOW,HEAVY,SOUR,1403.039924,140.3738753
Medium Conversion:  FCC (1),1,Steam Boiler,2035,3,LOW,HEAVY,SOUR,208.9010211,178.1515301
Medium Conversion:  FCC (1),1,SMR,2035,3,LOW,HEAVY,SOUR,317.803253,135.9640065
Medium Conversion:  FCC (1),1,Others,2035,3,LOW,HEAVY,SOUR,191.3257665,180.5688283
Medium Conversion: GO-HC (2),2,ADU/VDU,2035,3,LOW,HEAVY,SOUR,404.2361097,159.6886642
Medium Conversion: GO-HC (2),2,CNR,2035,3,LOW,HEAVY,SOUR,118.4889261,184.1490331
Medium Conversion: GO-HC (2),2,FCC/RFCC,2035,3,LOW,HEAVY,SOUR,1.99E-11,0
Medium Conversion: GO-HC (2),2,Coker,2035,3,LOW,HEAVY,SOUR,206.3492969,171.0570506
Medium Conversion: GO-HC (2),2,Hydrotreater,2035,3,LOW,HEAVY,SOUR,320.0237201,163.5017955
Medium Conversion: GO-HC (2),2,Steam Boiler,2035,3,LOW,HEAVY,SOUR,40.53786243,219.4228968
Medium Conversion: GO-HC (2),2,SMR,2035,3,LOW,HEAVY,SOUR,514.2943539,123.9944911
Medium Conversion: GO-HC (2),2,Others,2035,3,LOW,HEAVY,SOUR,181.2862687,174.1383435
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2035,3,LOW,HEAVY,SOUR,1426.74876,142.2324738
Medium Conversion: FCC & GO-HC (3),3,CNR,2035,3,LOW,HEAVY,SOUR,1050.918182,145.9776264
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2035,3,LOW,HEAVY,SOUR,1032.630734,96.48853533
Medium Conversion: FCC & GO-HC (3),3,Coker,2035,3,LOW,HEAVY,SOUR,679.6660278,152.521742
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2035,3,LOW,HEAVY,SOUR,1526.837632,141.401732
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2035,3,LOW,HEAVY,SOUR,239.5905546,175.3482035
Medium Conversion: FCC & GO-HC (3),3,SMR,2035,3,LOW,HEAVY,SOUR,710.1667201,123.4826567
Medium Conversion: FCC & GO-HC (3),3,Others,2035,3,LOW,HEAVY,SOUR,277.8677261,172.1307011
Deep Conversion: FCC (4),4,ADU/VDU,2035,3,LOW,HEAVY,SOUR,3086.667653,134.2734089
Deep Conversion: FCC (4),4,CNR,2035,3,LOW,HEAVY,SOUR,1497.329525,141.9924553
Deep Conversion: FCC (4),4,FCC/RFCC,2035,3,LOW,HEAVY,SOUR,3980.00334,85.4697946
Deep Conversion: FCC (4),4,Coker,2035,3,LOW,HEAVY,SOUR,1166.754578,145.5786682
Deep Conversion: FCC (4),4,Hydrotreater,2035,3,LOW,HEAVY,SOUR,3854.762316,132.6893076
Deep Conversion: FCC (4),4,Steam Boiler,2035,3,LOW,HEAVY,SOUR,465.1448489,165.7031752
Deep Conversion: FCC (4),4,SMR,2035,3,LOW,HEAVY,SOUR,2090.289328,111.8274242
Deep Conversion: FCC (4),4,Others,2035,3,LOW,HEAVY,SOUR,561.668545,159.426999
Deep Conversion: GO-HC (5),5,ADU/VDU,2035,3,LOW,HEAVY,SOUR,75.60883895,193.4240989
Deep Conversion: GO-HC (5),5,CNR,2035,3,LOW,HEAVY,SOUR,20.11499908,248.6305099
Deep Conversion: GO-HC (5),5,FCC/RFCC,2035,3,LOW,HEAVY,SOUR,2.84E-12,0
Deep Conversion: GO-HC (5),5,Coker,2035,3,LOW,HEAVY,SOUR,26.8397223,232.1652844
Deep Conversion: GO-HC (5),5,Hydrotreater,2035,3,LOW,HEAVY,SOUR,59.94805317,198.7110943
Deep Conversion: GO-HC (5),5,Steam Boiler,2035,3,LOW,HEAVY,SOUR,5.715060646,379.6695523
Deep Conversion: GO-HC (5),5,SMR,2035,3,LOW,HEAVY,SOUR,119.4779859,145.9396047
Deep Conversion: GO-HC (5),5,Others,2035,3,LOW,HEAVY,SOUR,43.83891509,210.0123657
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2035,3,LOW,HEAVY,SOUR,7162.39352,132.4054965
Deep Conversion: FCC & GO-HC (6),6,CNR,2035,3,LOW,HEAVY,SOUR,3340.913406,136.2687989
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2035,3,LOW,HEAVY,SOUR,8792.738905,84.03025773
Deep Conversion: FCC & GO-HC (6),6,Coker,2035,3,LOW,HEAVY,SOUR,2897.022701,137.7705217
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2035,3,LOW,HEAVY,SOUR,8263.17773,131.601198
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2035,3,LOW,HEAVY,SOUR,1082.741657,155.7622056
Deep Conversion: FCC & GO-HC (6),6,SMR,2035,3,LOW,HEAVY,SOUR,6046.185687,105.6200298
Deep Conversion: FCC & GO-HC (6),6,Others,2035,3,LOW,HEAVY,SOUR,1696.437567,145.3538221
Hydroskimming Configuration (0),0,ADU/VDU,2050,3,LOW,HEAVY,SOUR,317.6973271,162.6890543
Hydroskimming Configuration (0),0,CNR,2050,3,LOW,HEAVY,SOUR,190.8389223,171.825803
Hydroskimming Configuration (0),0,FCC/RFCC,2050,3,LOW,HEAVY,SOUR,3.53E-17,0
Hydroskimming Configuration (0),0,Coker,2050,3,LOW,HEAVY,SOUR,2.03E-17,0
Hydroskimming Configuration (0),0,Hydrotreater,2050,3,LOW,HEAVY,SOUR,318.7878185,162.6239331
Hydroskimming Configuration (0),0,Steam Boiler,2050,3,LOW,HEAVY,SOUR,37.27405348,222.6440317
Hydroskimming Configuration (0),0,SMR,2050,3,LOW,HEAVY,SOUR,131.9912376,146.3976489
Hydroskimming Configuration (0),0,Others,2050,3,LOW,HEAVY,SOUR,92.42869545,190.9638471
Medium Conversion:  FCC (1),1,ADU/VDU,2050,3,LOW,HEAVY,SOUR,1672.655433,138.0647301
Medium Conversion:  FCC (1),1,CNR,2050,3,LOW,HEAVY,SOUR,743.9814656,148.160737
Medium Conversion:  FCC (1),1,FCC/RFCC,2050,3,LOW,HEAVY,SOUR,1899.475417,90.30625456
Medium Conversion:  FCC (1),1,Coker,2050,3,LOW,HEAVY,SOUR,815.340893,146.7908454
Medium Conversion:  FCC (1),1,Hydrotreater,2050,3,LOW,HEAVY,SOUR,1696.069241,137.9300575
Medium Conversion:  FCC (1),1,Steam Boiler,2050,3,LOW,HEAVY,SOUR,214.1063466,177.5422772
Medium Conversion:  FCC (1),1,SMR,2050,3,LOW,HEAVY,SOUR,464.8751609,129.2382904
Medium Conversion:  FCC (1),1,Others,2050,3,LOW,HEAVY,SOUR,254.9101078,170.4451547
Medium Conversion: GO-HC (2),2,ADU/VDU,2050,3,LOW,HEAVY,SOUR,343.2296425,162.8022238
Medium Conversion: GO-HC (2),2,CNR,2050,3,LOW,HEAVY,SOUR,329.6968755,163.448943
Medium Conversion: GO-HC (2),2,FCC/RFCC,2050,3,LOW,HEAVY,SOUR,1.37E-11,0
Medium Conversion: GO-HC (2),2,Coker,2050,3,LOW,HEAVY,SOUR,98.4295049,191.3937007
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,3,LOW,HEAVY,SOUR,356.2014721,162.6794349
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,3,LOW,HEAVY,SOUR,44.01237655,216.0738792
Medium Conversion: GO-HC (2),2,SMR,2050,3,LOW,HEAVY,SOUR,374.2274393,127.7935598
Medium Conversion: GO-HC (2),2,Others,2050,3,LOW,HEAVY,SOUR,148.9797909,180.2801931
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,3,LOW,HEAVY,SOUR,1497.119071,140.13258
