Refinery configuration,Config,Capture Scenario,SMR Capture Locations,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd",Avoidance Cost,"Avoided CO2, kt/y",Normalized Avoidance cost,Normalized Avoided CO2
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD2,HIGH,LIGHT,SWEET,423421.7367,158.1733512,292.8462816,411.2456452,19.08229743
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD2,HIGH,LIGHT,SWEET,423421.7367,134.8281546,302.9412277,352.1251697,19.74009907
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD2,HIGH,LIGHT,SWEET,423421.7367,163.8279346,355.8840926,425.5655786,23.18993456
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD2,HIGH,LIGHT,SWEET,1000,1171.298587,1.551531418,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD2,HIGH,LIGHT,SWEET,1000,1095.265568,1.570622181,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD2,HIGH,LIGHT,SWEET,1000,1138.522564,1.881579547,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD2,HIGH,LIGHT,SWEET,228535.5172,163.6262827,215.6388103,223.6551906,76.63529519
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD2,HIGH,LIGHT,SWEET,228535.5172,140.7271415,220.9888464,193.8497775,78.53663009
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD2,HIGH,LIGHT,SWEET,228535.5172,169.5433445,262.8220474,231.3568101,93.40361857
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD2,HIGH,LIGHT,SWEET,626245.3028,141.1825819,583.7853229,179.5335531,274.9498962
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD2,HIGH,LIGHT,SWEET,626245.3028,118.3510044,603.7655351,152.2271182,284.3601315
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD2,HIGH,LIGHT,SWEET,626245.3028,150.5528322,708.087236,190.7403184,333.4933312
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD2,HIGH,LIGHT,SWEET,1000,1188.839081,1.522453556,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD2,HIGH,LIGHT,SWEET,1000,1110.748698,1.543171547,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD2,HIGH,LIGHT,SWEET,1000,1165.177201,1.824396308,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD2,HIGH,LIGHT,SWEET,409013.5776,143.6072371,489.9360954,174.9519742,295.6738372
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD2,HIGH,LIGHT,SWEET,409013.5776,121.1417422,502.9876347,149.2537484,303.550372
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD2,HIGH,LIGHT,SWEET,409013.5776,152.5667654,599.3409334,185.2007571,361.6990772
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,12492.50016,583.2240152,4.66990084,673.5998977,3.834284526
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,12492.50016,533.3600387,4.83207019,616.9221524,3.96743584
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,12492.50016,560.7430863,5.594259975,648.0470146,4.593241954
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,307753.3775,174.7171113,162.3843703,345.9410162,21.21867309
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,307753.3775,150.8761593,167.9601566,300.1931113,21.94725791
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,307753.3775,177.5112824,197.2546711,351.3026928,25.77515542
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,1000.000013,1430.610499,1.192169516,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,1000.000013,1340.562971,1.205621479,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,1000.000013,1396.99183,1.438277613,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,259350.0033,170.748607,184.6401103,214.8577177,94.06886183
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,259350.0033,147.130807,190.9585964,186.616032,97.28795001
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,259350.0033,174.4088659,223.776666,219.234581,114.007819
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,801932.5101,141.4805823,575.8661428,257.8481498,63.38685259
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,801932.5101,118.6788006,595.554713,218.0131837,65.5540168
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,801932.5101,150.5961005,699.2773008,273.7730614,76.97099011
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,1000.000013,1364.571018,1.268920697,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,1000.000013,1276.288021,1.285951993,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,1000.000013,1339.336547,1.518456015,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,654275.0082,142.9430661,515.0873733,165.7953834,504.5804178
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,654275.0082,120.2099485,532.6478896,141.1264271,521.7827277
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,654275.0082,151.6350725,624.968191,175.2275576,612.2198432
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,12492.5,567.3545901,4.938431566,1197.606244,1.643860981
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,12492.5,518.4127997,5.111349945,1095.218255,1.701420506
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,12492.5,544.7553568,5.924059758,1150.327834,1.971948088
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,307753.3736,170.3900793,192.9699407,560.7464566,9.333652104
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,307753.3736,146.5695671,199.6373663,483.8472334,9.656144979
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,307753.3736,173.9532806,235.5527907,572.2494591,11.39331749
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,1000,1590.482943,1.047111685,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,1000,1479.401163,1.066431802,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,1000,1561.335025,1.251047082,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,259350,169.9981815,190.9239284,236.164862,65.56429412
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,259350,146.6122275,196.1759938,205.1458325,67.36788135
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,259350,173.7131825,234.1996994,241.0924235,80.42542442
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,801932.5,139.0604823,652.9665907,162.8084459,563.9247087
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,801932.5,116.1875764,675.3463852,137.786099,583.2526794
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,801932.5,149.0216763,799.8244878,173.7057255,690.7563078
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,1000,1270.129483,1.393366772,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,1000,1188.481932,1.410294964,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,1000,1240.11439,1.680062278,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,654275,139.9538438,607.2596863,170.9460298,373.1780159
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,654275,117.1749129,628.0049918,144.8610812,385.9265848
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,654275,149.732463,735.5270038,182.1438678,452.0018603
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,12492.50248,584.4916915,4.625464482,571.6673438,5.076694251
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,12492.50248,534.729177,4.78490114,523.9059449,5.251684496
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,12492.50248,562.6501341,5.534247375,550.7041078,6.074132001
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,307753.4346,184.2175782,129.1828842,232.555556,69.93780818
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,307753.4346,159.9320422,133.6316793,203.3055417,72.34632368
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,307753.4346,185.498978,157.0428428,234.0989011,85.02080043
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,1000.000198,1614.548773,1.022834272,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,1000.000198,1512.774163,1.035390996,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,1000.000198,1579.537169,1.230703099,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,259350.0514,181.6721396,131.8317773,187.8591233,199.1290048
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,259350.0514,157.7256573,136.3217899,164.5048724,205.9110703
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,259350.0514,183.5819632,159.7411767,189.7217142,241.2855398
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,801932.6589,145.480219,463.6044872,175.5819854,299.2943156
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,801932.6589,122.7522465,479.3814944,149.819804,309.479654
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,801932.6589,153.4384559,562.9161881,184.6026555,363.4080772
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,1000.000198,1237.052849,1.440321315,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,1000.000198,1156.867599,1.458771487,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,1000.000198,1223.098781,1.708144442,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,654275.1296,145.2564371,449.3200527,174.2395867,303.8672535
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,654275.1296,122.620579,464.5565756,148.7514798,314.1714461
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,654275.1296,153.3084617,544.7308137,183.3062129,368.391874
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,12492.48758,523.7492555,5.613900021,765.0046999,3.097318429
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,12492.48758,478.4555594,5.8061596,699.7709008,3.203392484
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,12492.48758,504.8085104,6.709772322,737.7254786,3.701936513
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,307753.0677,182.3160207,133.8323708,297.4135783,29.53309381
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,307753.0677,158.1789228,138.4269151,259.4524796,30.54698235
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,307753.0677,183.8462681,162.6572906,299.8202418,35.89395445
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,999.9990058,1869.814536,0.854808393,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,999.9990058,1749.666233,0.867374582,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,999.9990058,1843.220768,1.017941094,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,259349.7422,177.6960997,145.4847452,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,259349.7422,153.895459,150.4426697,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,259349.7422,180.2431676,176.2578571,0,0
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,801931.7027,143.6481296,491.7918054,0,0
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,801931.7027,121.0064383,508.4882987,0,0
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,801931.7027,152.0804361,596.4377796,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,999.9990058,1425.481694,1.199195939,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,999.9990058,1332.698929,1.216409535,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,999.9990058,1414.55805,1.414687602,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,654274.3495,144.7758082,477.6162917,154.3164246,889.0151935
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,654274.3495,122.2052484,490.5979052,131.9234948,913.1786315
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,654274.3495,153.3292793,585.1289715,162.80258,1089.134845
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD3,LOW,HEAVY,SOUR,292203.235,121.6125381,130.2831717,139.7315535,112.5770609
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD3,LOW,HEAVY,SOUR,292203.235,104.1371887,134.7559147,121.1872403,116.4419365
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD3,LOW,HEAVY,SOUR,292203.235,127.1268635,155.7776369,145.5831891,134.6067054
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD3,LOW,HEAVY,SOUR,848071.4232,98.81614442,474.632062,126.5753676,262.82833
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD3,LOW,HEAVY,SOUR,848071.4232,82.06896464,490.9597797,106.9336322,271.8698321
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD3,LOW,HEAVY,SOUR,848071.4232,106.8212021,576.9266665,135.9640065,319.4741452
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD3,LOW,HEAVY,SOUR,300693.511,102.079571,275.1145073,112.7261896,433.3586146
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD3,LOW,HEAVY,SOUR,300693.511,85.9156754,279.253901,96.56757981,439.8789611
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD3,LOW,HEAVY,SOUR,300693.511,113.3515586,328.2125574,123.9944911,516.9983239
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD3,LOW,HEAVY,SOUR,979339.4478,93.46784247,678.5297748,113.0670997,589.4588749
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD3,LOW,HEAVY,SOUR,979339.4478,76.87135647,701.7205537,94.8868783,609.6053902
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD3,LOW,HEAVY,SOUR,979339.4478,102.9760681,821.7753198,123.4826567,713.9005147
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD3,LOW,HEAVY,SOUR,2113998.449,82.3215974,1823.293041,99.6315601,1732.546692
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD3,LOW,HEAVY,SOUR,2113998.449,66.14724662,1885.414917,82.15457008,1791.576727
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD3,LOW,HEAVY,SOUR,2113998.449,93.60844851,2211.338914,111.8274242,2101.279298
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD3,LOW,HEAVY,SOUR,62218.50092,138.2191935,62.32482174,138.8530305,101.591253
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD3,LOW,HEAVY,SOUR,62218.50092,117.7636876,63.28771274,119.8842888,103.1607931
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD3,LOW,HEAVY,SOUR,62218.50092,145.8612112,73.68345804,145.9396047,120.1061571
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD3,LOW,HEAVY,SOUR,4765791.233,76.40058891,4389.60763,92.32035244,5011.960668
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD3,LOW,HEAVY,SOUR,4765791.233,60.38350424,4539.214895,75.20477184,5182.779062
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD3,LOW,HEAVY,SOUR,4765791.233,88.84667901,5323.250546,105.6200298,6077.9743
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD3,LOW,LIGHT,SWEET,292203.235,121.2855832,134.4696015,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD3,LOW,LIGHT,SWEET,292203.235,103.731463,139.1126772,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD3,LOW,LIGHT,SWEET,292203.235,126.8547287,160.9349567,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD3,LOW,LIGHT,SWEET,848071.4232,98.40600717,487.1609498,119.0039753,416.4062591
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD3,LOW,LIGHT,SWEET,848071.4232,81.6508084,503.9330926,100.5600836,430.7424353
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD3,LOW,LIGHT,SWEET,848071.4232,106.552361,591.9601426,127.9713692,505.9845388
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD3,LOW,LIGHT,SWEET,300693.511,98.17017272,347.2468676,108.689881,587.6894251
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD3,LOW,LIGHT,SWEET,300693.511,82.10742733,352.5969293,92.65336276,596.7440055
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD3,LOW,LIGHT,SWEET,300693.511,110.3617037,410.3776221,120.8615057,694.5335187
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD3,LOW,LIGHT,SWEET,979339.4478,93.19830834,706.9315067,109.6322852,725.972818
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD3,LOW,LIGHT,SWEET,979339.4478,76.58261073,731.1068318,91.99074987,750.7993093
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD3,LOW,LIGHT,SWEET,979339.4478,102.8101173,856.3812535,119.8375183,879.4480172
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD3,LOW,LIGHT,SWEET,2113998.449,83.27980907,1724.968087,100.128957,1741.638881
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD3,LOW,LIGHT,SWEET,2113998.449,66.99700438,1784.00022,82.63996521,1801.241525
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD3,LOW,LIGHT,SWEET,2113998.449,94.45412297,2094.03487,112.1310345,2114.272476
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD3,LOW,LIGHT,SWEET,62218.50092,132.5311372,70.76528455,157.0245532,51.51001967
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD3,LOW,LIGHT,SWEET,62218.50092,115.5585331,71.52065272,138.2829335,52.05985183
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD3,LOW,LIGHT,SWEET,62218.50092,140.7426184,85.31896797,166.0918982,62.10363947
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD3,LOW,LIGHT,SWEET,4765791.233,75.85391869,4779.136964,92.06398979,5231.835049
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD3,LOW,LIGHT,SWEET,4765791.233,59.86077953,4941.980516,74.90488323,5410.103764
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD3,LOW,LIGHT,SWEET,4765791.233,88.4453862,5789.220647,105.5734285,6337.597712
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD3,LOW,HEAVY,SOUR,303265.5145,117.0307533,149.650618,139.6386765,111.1614131
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD3,LOW,HEAVY,SOUR,303265.5145,99.89271218,154.7388219,120.7539044,114.9409627
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD3,LOW,HEAVY,SOUR,303265.5145,123.1645603,178.6531869,146.3976489,132.7047023
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD3,LOW,HEAVY,SOUR,1046629.21,96.86257758,542.4704852,119.7522257,384.4077236
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD3,LOW,HEAVY,SOUR,1046629.21,80.16348061,561.1105017,100.9481869,397.6164908
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD3,LOW,HEAVY,SOUR,1046629.21,105.2867632,659.5710142,129.2382904,467.3879945
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,101.7334445,267.6600902,115.6957936,316.9828543
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,85.72235842,271.1941761,99.16812253,321.16818
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,113.4530857,317.7054663,127.7935598,376.2502862
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,94.87982384,598.6768573,113.8854239,568.2936379
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,78.35258482,619.0691967,95.90793789,587.6510535
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,103.765076,726.162748,123.5503472,689.3095411
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,83.08815108,1694.39264,102.8552327,1265.928148
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,66.88817805,1752.084915,84.88352118,1309.03166
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,94.21345458,2056.638653,115.1972746,1536.572279
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD3,LOW,HEAVY,SOUR,999.999813,881.6426759,1.304268059,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD3,LOW,HEAVY,SOUR,999.999813,825.1370187,1.319740863,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD3,LOW,HEAVY,SOUR,999.999813,868.7406477,1.553806939,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,77.15355826,3751.846405,92.26576997,4822.527598
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,61.12668581,3879.474805,75.31820775,4986.577886
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,89.44731974,4552.20215,105.2657666,5851.284443
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,118.2049104,147.8178185,152.4227835,76.34290102
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,100.872145,152.890803,131.6385842,78.96292584
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,124.1963344,176.7336375,159.607266,91.27694301
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD3,LOW,LIGHT,SWEET,1046629.406,94.29221153,659.4258977,119.3978356,398.8669622
