Refinery configuration,Config,Capture Scenario,SMR Capture Locations,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd",Avoidance Cost,"Avoided CO2, kt/y",Normalized Avoidance cost,Normalized Avoided CO2
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,253080.1101,83.19564411,310.2912929,96.91459765,369.3350272
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,253080.1101,111.3607121,371.3770561,126.1084735,442.0444861
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD3,MEDIUM,LIGHT,SWEET,788583.7878,96.46805418,547.8951798,112.7147965,615.9530865
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,788583.7878,79.80026055,566.6882597,95.08517867,637.0805868
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,788583.7878,105.1230504,664.6737026,121.8692341,747.2374894
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD3,MEDIUM,LIGHT,SWEET,1790094.845,85.45312264,1397.770965,113.2007959,636.3597545
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,1790094.845,69.07674003,1445.655713,93.5535352,658.1601262
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,1790094.845,96.2678931,1697.214049,126.1756158,772.686472
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD3,MEDIUM,LIGHT,SWEET,70157.32336,127.2299713,83.4848308,140.1905722,91.7305527
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,70157.32336,110.4075753,84.38796174,123.0666342,92.72288507
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,70157.32336,136.0984339,100.2366048,149.2180022,110.1368844
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD3,MEDIUM,LIGHT,SWEET,3502770.953,77.90386561,3253.021325,96.55167711,2539.356367
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,3502770.953,61.8432587,3363.893855,78.8484317,2625.905097
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,3502770.953,90.14033863,3939.787399,110.0396658,3075.456081
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD3,HIGH,HEAVY,SOUR,235444.5732,122.8248177,122.2249839,159.9580029,59.38803955
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD3,HIGH,HEAVY,SOUR,235444.5732,105.3971181,126.3954443,138.7768423,61.4144294
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD3,HIGH,HEAVY,SOUR,235444.5732,128.1654316,145.9964497,166.4488424,70.93838471
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD3,HIGH,HEAVY,SOUR,683338.8216,103.4603516,346.8402577,142.5577741,127.486565
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD3,HIGH,HEAVY,SOUR,683338.8216,86.63433643,358.7546538,121.1101626,131.8658878
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD3,HIGH,HEAVY,SOUR,683338.8216,110.5601848,420.9584091,151.6077163,154.7298516
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD3,HIGH,HEAVY,SOUR,242285.6659,102.6011962,259.4366287,114.7207266,343.4257373
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD3,HIGH,HEAVY,SOUR,242285.6659,86.51898696,262.8486887,98.41287841,347.9424057
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD3,HIGH,HEAVY,SOUR,242285.6659,113.9111347,310.9007494,126.1893475,411.5506728
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD3,HIGH,HEAVY,SOUR,789108.8485,97.36903481,501.0099557,121.1990884,327.7172914
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD3,HIGH,HEAVY,SOUR,789108.8485,80.74410942,518.1475263,102.3289044,338.9272048
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD3,HIGH,HEAVY,SOUR,789108.8485,105.7366305,607.64407,130.6967593,397.4680872
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD3,HIGH,HEAVY,SOUR,1703367.393,87.79260794,1118.016472,110.9313978,695.5760765
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD3,HIGH,HEAVY,SOUR,1703367.393,71.36550618,1156.36245,92.17309963,719.4330997
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD3,HIGH,HEAVY,SOUR,1703367.393,98.01746073,1358.610863,122.6072758,845.2623349
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD3,HIGH,HEAVY,SOUR,50132.94392,141.3016656,51.47057156,154.4918774,54.7635036
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD3,HIGH,HEAVY,SOUR,50132.94392,123.8552321,52.14513412,136.7355096,55.48122264
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD3,HIGH,HEAVY,SOUR,50132.94392,148.8776932,61.59398466,162.2024925,65.53458216
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD3,HIGH,HEAVY,SOUR,3840065.915,78.45430358,3032.041641,95.56478485,2828.319289
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD3,HIGH,HEAVY,SOUR,3840065.915,62.35237144,3135.416517,78.14306312,2924.748425
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD3,HIGH,HEAVY,SOUR,3840065.915,90.5534196,3678.986018,108.655601,3431.795586
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD3,HIGH,LIGHT,SWEET,235444.5759,123.3770064,120.6993513,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD3,HIGH,LIGHT,SWEET,235444.5759,105.8940284,124.8261904,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD3,HIGH,LIGHT,SWEET,235444.5759,128.6450517,144.2221773,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD3,HIGH,LIGHT,SWEET,683338.8295,99.92978317,430.6048349,140.9415255,144.4781824
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD3,HIGH,LIGHT,SWEET,683338.8295,83.17559924,445.4055103,119.1019348,149.4441617
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD3,HIGH,LIGHT,SWEET,683338.8295,107.7936028,522.5279434,151.1922546,175.3205756
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD3,HIGH,LIGHT,SWEET,242285.6687,103.6806263,240.6744955,118.9699447,253.0337695
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD3,HIGH,LIGHT,SWEET,242285.6687,87.50233376,243.8744376,102.0724156,256.3980371
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD3,HIGH,LIGHT,SWEET,242285.6687,115.1132353,292.1102402,130.910812,307.1108762
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD3,HIGH,LIGHT,SWEET,789108.8577,93.48484639,624.3042084,129.5021284,201.2737298
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD3,HIGH,LIGHT,SWEET,789108.8577,77.16637916,639.5010179,108.7608523,206.1731338
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD3,HIGH,LIGHT,SWEET,789108.8577,103.642245,760.0819178,142.4124959,245.0480399
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD3,HIGH,LIGHT,SWEET,1703367.413,84.70224142,1476.846489,108.618496,821.1492805
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD3,HIGH,LIGHT,SWEET,1703367.413,68.36273583,1527.312388,89.72564763,849.2090937
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD3,HIGH,LIGHT,SWEET,1703367.413,95.77901376,1790.696335,121.426214,995.6546046
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD3,HIGH,LIGHT,SWEET,50132.94451,144.8349344,48.74171189,159.622269,49.82709886
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD3,HIGH,LIGHT,SWEET,50132.94451,125.9521431,49.74707486,140.2039858,50.85484938
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD3,HIGH,LIGHT,SWEET,50132.94451,151.0208699,58.18359084,165.9836298,59.47923083
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD3,HIGH,LIGHT,SWEET,3840065.96,77.47140234,3475.994832,93.83291179,3617.948117
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD3,HIGH,LIGHT,SWEET,3840065.96,61.46266279,3570.130249,76.65014153,3715.927853
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD3,HIGH,LIGHT,SWEET,3840065.96,89.83248504,4259.552705,107.1005175,4433.505064
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD3,HIGH,HEAVY,SOUR,174523.462,129.7105688,91.90867378,301.0767326,9.483859179
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD3,HIGH,HEAVY,SOUR,174523.462,111.9234397,95.05375984,261.2548104,9.808393872
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD3,HIGH,HEAVY,SOUR,174523.462,134.215989,109.8355449,311.163492,11.33369461
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD3,HIGH,HEAVY,SOUR,602314.9499,110.1915018,242.5878024,125.2324582,272.7868063
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD3,HIGH,HEAVY,SOUR,602314.9499,93.06391168,250.9734756,107.4270239,282.2163859
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD3,HIGH,HEAVY,SOUR,602314.9499,115.9028567,295.2857751,131.1698466,332.0449863
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD3,HIGH,HEAVY,SOUR,184567.7881,109.1128566,176.1086751,121.4579874,206.8042576
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD3,HIGH,HEAVY,SOUR,184567.7881,92.86379957,178.3903723,104.9609595,209.4836525
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD3,HIGH,HEAVY,SOUR,184567.7881,120.5517299,211.0754257,133.0714251,247.8656811
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD3,HIGH,HEAVY,SOUR,575103.1379,103.1521084,329.5240183,150.3760704,93.93397702
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD3,HIGH,HEAVY,SOUR,575103.1379,86.60702896,338.2420595,127.9695232,96.41913816
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD3,HIGH,HEAVY,SOUR,575103.1379,110.5493623,403.2083665,160.3939684,114.9384061
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD3,HIGH,HEAVY,SOUR,1305491.159,90.40811831,878.5537934,108.445195,778.8360432
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD3,HIGH,HEAVY,SOUR,1305491.159,73.93506498,908.5267956,90.63162584,805.4070451
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD3,HIGH,HEAVY,SOUR,1305491.159,100.2586194,1066.807483,119.0972933,945.7225331
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD3,HIGH,HEAVY,SOUR,51164.75565,146.1640673,45.6260091,149.8254208,69.18404712
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD3,HIGH,HEAVY,SOUR,51164.75565,128.5020191,46.21921936,133.0114858,70.08354913
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD3,HIGH,HEAVY,SOUR,51164.75565,153.1014817,54.8946234,156.4297078,83.23831707
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD3,HIGH,HEAVY,SOUR,2554521.914,80.5196965,2191.061235,95.09882809,2833.142632
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD3,HIGH,HEAVY,SOUR,2554521.914,64.41965902,2265.497707,78.21915324,2929.392403
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD3,HIGH,HEAVY,SOUR,2554521.914,92.20699104,2655.435478,107.3520748,3433.599819
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD3,HIGH,LIGHT,SWEET,174523.4615,136.1749324,77.98731045,229.109706,18.43279871
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD3,HIGH,LIGHT,SWEET,174523.4615,117.9178184,80.68599642,199.8246094,19.07065037
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD3,HIGH,LIGHT,SWEET,174523.4615,139.8588466,93.36971802,235.0188427,22.06852894
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD3,HIGH,LIGHT,SWEET,602314.9481,100.9622849,387.109933,128.2057974,211.968147
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD3,HIGH,LIGHT,SWEET,602314.9481,84.38825763,397.3803116,108.9126943,217.5918547
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD3,HIGH,LIGHT,SWEET,602314.9481,108.9326775,473.5441964,137.4837842,259.2965906
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD3,HIGH,LIGHT,SWEET,184567.7875,109.3421445,178.8032296,121.5543691,214.0237788
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD3,HIGH,LIGHT,SWEET,184567.7875,92.98701307,181.3220366,104.9700512,217.0387389
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD3,HIGH,LIGHT,SWEET,184567.7875,120.4743703,215.1463955,132.8425921,257.525799
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD3,HIGH,LIGHT,SWEET,575103.1362,101.8425279,358.9654036,203.798967,36.40307367
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD3,HIGH,LIGHT,SWEET,575103.1362,85.34486032,368.086687,172.5152529,37.32807298
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD3,HIGH,LIGHT,SWEET,575103.1362,109.8266295,438.2084686,218.9388254,44.43919945
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD3,HIGH,LIGHT,SWEET,1305491.155,89.10386155,986.6948839,112.5896103,612.8507507
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD3,HIGH,LIGHT,SWEET,1305491.155,72.64948436,1020.466479,93.77045771,633.8267867
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD3,HIGH,LIGHT,SWEET,1305491.155,99.23227056,1196.823795,124.1736449,743.3649178
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD3,HIGH,LIGHT,SWEET,51164.75549,134.9958134,61.28353382,140.4837906,84.78053581
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD3,HIGH,LIGHT,SWEET,51164.75549,117.7837971,61.99780206,123.9337591,85.76866493
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD3,HIGH,LIGHT,SWEET,51164.75549,145.8470661,73.65983266,150.9176974,101.9020884
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD3,HIGH,LIGHT,SWEET,2554521.906,80.85141499,2182.58237,98.95558064,1924.465414
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD3,HIGH,LIGHT,SWEET,2554521.906,64.6611779,2257.081861,81.27867814,1990.154432
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD3,HIGH,LIGHT,SWEET,2554521.906,92.61486291,2644.219607,111.7992049,2331.508423
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,148057.5,143.3848991,63.58074448,638.7178119,2.921858147
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,148057.5,124.8114922,65.77771625,557.3647413,3.022820159
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,148057.5,146.2134692,76.10340017,651.1071848,3.497337781
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,344032.5,117.0985197,171.5927752,138.7143013,134.7145126
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,344032.5,98.79899117,176.2077888,118.7057875,138.3376798
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,344032.5,122.2182706,210.1381734,144.3121836,164.9758364
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,147911,118.3818824,130.8389565,125.6059553,202.9829539
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,147911,99.64230861,134.1342475,107.4134466,208.0952532
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,147911,126.6745838,156.3333202,133.6565675,242.5347922
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,505012.5,106.0052327,295.3931949,128.0572482,220.2949472
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,505012.5,89.10439571,305.5411708,109.3433255,227.8629882
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,505012.5,112.691795,358.2056199,135.4611307,267.1384767
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,1032805,93.01603777,717.0889665,117.4085682,419.7690899
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,1032805,76.3984238,741.615379,98.34116663,434.1263459
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,1032805,102.6539943,869.0193203,128.4673633,508.7059852
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,19000,201.4388306,17.24463041,192.214988,25.4236674
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,19000,181.2443151,17.47469444,174.0158597,25.76284958
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,19000,204.0299557,20.8218119,194.5500883,30.69748715
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,2675915,80.43133287,2296.40084,96.27657326,2543.711019
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,2675915,64.25013341,2374.747952,79.0562292,2630.495699
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,2675915,92.28844631,2782.597757,108.8951417,3082.268763
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,148057.5,141.1726469,68.12637877,289.0951286,11.06542498
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,148057.5,122.6482787,70.48877268,252.5621,11.44913674
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,148057.5,144.2466371,81.59193433,295.1575309,13.25256743
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,344032.5,112.3715069,209.4426835,127.183249,240.0236045
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,344032.5,95.18254885,216.6721253,109.3622771,248.3086239
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,344032.5,117.9449305,254.226536,132.9615995,291.346389
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,147911,111.6688469,159.6413781,119.5774435,258.9824159
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,147911,95.20000257,161.6080119,103.5173238,262.1728392
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,147911,122.1138753,190.6829784,129.7632466,309.3404668
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,505012.5,102.7147634,351.2965662,123.8444724,278.2796775
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,505012.5,86.13618908,360.6742427,105.5792732,285.7082067
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,505012.5,110.1787325,430.1526875,132.06779,340.745577
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,1032805,91.3182827,829.1602424,108.6055494,775.4100891
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,1032805,74.73904938,857.5348236,90.82673795,801.9452935
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,1032805,101.2419746,1005.602427,119.2472627,940.414443
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,19000,230.7808448,12.58890681,182.6263961,32.08792123
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,19000,208.806057,12.79239349,166.2537826,32.60658934
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,19000,230.7327324,15.18061517,182.5905493,38.69393833
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,2675915,79.82087558,2447.773731,95.83950421,2682.635871
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,2675915,63.67486593,2531.31454,78.61360726,2774.192361
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,2675915,91.76019972,2966.591296,108.5773615,3251.233611
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,148057.5,151.9927062,47.51393203,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,148057.5,132.8319661,49.16596876,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,148057.5,154.0298683,56.93047868,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,344032.5,116.4907433,168.5108715,144.3108394,114.4471525
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,344032.5,99.16308444,174.3226344,124.4336411,118.3943145
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,344032.5,121.2867119,204.7394762,149.8124723,139.0524531
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,147911,112.7312678,151.2300859,119.8900194,258.0398962
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,147911,96.34577626,152.9763975,104.0163413,261.0195815
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,147911,122.9402657,181.2948378,129.7801313,309.3385873
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,505012.5,107.6490235,266.1528749,127.145159,240.3979979
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,505012.5,90.67977653,275.3082758,108.7861811,248.6674559
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,505012.5,113.954503,323.1194526,133.9670386,291.8520775
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,1032805,93.63827935,679.0173349,112.8942656,577.2901522
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,1032805,77.01428105,702.2626385,94.74773635,597.0529538
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,1032805,103.0283076,823.6212912,123.1442921,700.2302241
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,19000,201.5952772,17.27880583,175.5024881,35.61385619
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,19000,181.3176595,17.53081354,158.9236899,36.13327672
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,19000,204.2338702,20.77426567,177.659778,42.81845154
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,2675915,81.0518158,2100.493604,98.86927879,1889.243343
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,2675915,64.90217111,2172.052433,81.2974884,1953.605378
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,2675915,92.68340005,2544.873455,111.5251461,2288.931147
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,148057.5,141.2042949,67.68254346,202.0554317,26.09155642
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,148057.5,122.7102605,70.02485971,176.9903031,26.99451712
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,148057.5,144.2824281,81.0336571,206.2272529,31.23839809
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,344032.5,114.5136677,192.2528767,127.0856162,242.2427547
