Refinery configuration,Config,Capture Scenario,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd","Total Avoided CO2_Avg,kt/y","Avoidance Cost Ref, $/t","Avoidance Cost 0.5Ref, $/t","Avoidance Cost 1.5Ref, $/t"
Medium Conversion:  FCC (1),1,Hydrotreater,2050,PADD3,LOW,HEAVY,SOUR,1046629.21,1168.551375,115.9522793,115.5960614,116.830796
Medium Conversion:  FCC (1),1,Steam Boiler,2050,PADD3,LOW,HEAVY,SOUR,1046629.21,100.6515633,192.6319388,192.1904102,193.7208518
Medium Conversion:  FCC (1),1,SMR,2050,PADD3,LOW,HEAVY,SOUR,1046629.21,530.3221376,124.6613884,120.1380372,135.8170315
Medium Conversion:  FCC (1),1,Others,2050,PADD3,LOW,HEAVY,SOUR,1046629.21,1511.566887,113.4302512,113.1342201,114.1603333
Medium Conversion: GO-HC (2),2,No Carbon Capture,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,0,0,0,0
Medium Conversion: GO-HC (2),2,ADU/VDU,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,358.5911472,157.5936632,157.1878587,158.5944721
Medium Conversion: GO-HC (2),2,CNR,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,439.3804028,154.3181151,154.0063721,155.0869463
Medium Conversion: GO-HC (2),2,FCC/RFCC,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,0,0,0,0
Medium Conversion: GO-HC (2),2,Coker,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,109.2975264,183.8626515,183.4128383,184.971996
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,207.8364795,167.1539098,166.742789,168.1678301
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,55.18362526,207.9986007,207.3122686,209.6912563
Medium Conversion: GO-HC (2),2,SMR,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,288.9346403,132.0552961,127.2393087,143.9326484
Medium Conversion: GO-HC (2),2,Others,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,115.5830266,181.9877983,181.050735,184.2988158
Medium Conversion: FCC & GO-HC (3),3,No Carbon Capture,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,1538.992423,136.5211404,136.0739637,137.6239828
Medium Conversion: FCC & GO-HC (3),3,CNR,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,1554.302316,136.5028509,136.0672525,137.5771386
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,1274.602653,95.08695574,94.82426801,95.73480518
Medium Conversion: FCC & GO-HC (3),3,Coker,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,667.9042388,147.6967665,147.2405326,148.8219461
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,977.5920206,142.1987218,141.7576882,143.2864138
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,243.6788541,174.8968483,174.4966887,175.8837354
Medium Conversion: FCC & GO-HC (3),3,SMR,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,Others,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,211.6393149,175.9901916,175.4643927,177.2869346
Deep Conversion: FCC (4),4,No Carbon Capture,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,0,0,0,0
Deep Conversion: FCC (4),4,ADU/VDU,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,4289.345375,111.9798011,111.5766438,112.9740814
Deep Conversion: FCC (4),4,CNR,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,2788.515084,114.9864586,114.5919712,115.9593569
Deep Conversion: FCC (4),4,FCC/RFCC,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,3718.325529,91.5110165,91.23704278,92.18669982
Deep Conversion: FCC (4),4,Coker,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,1752.228885,119.7369727,119.3275161,120.7467886
Deep Conversion: FCC (4),4,Hydrotreater,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,3203.937684,113.8410263,112.6497692,115.6081648
Deep Conversion: FCC (4),4,Steam Boiler,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,508.0030205,164.5732493,164.1106735,165.7140696
Deep Conversion: FCC (4),4,SMR,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,257.190698,154.6016402,146.0829534,175.6107161
Deep Conversion: FCC (4),4,Others,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,1111.283129,125.5367245,125.1805057,126.4152432
Deep Conversion: GO-HC (5),5,No Carbon Capture,2050,PADD3,LOW,HEAVY,SOUR,999.999813,0,0,0,0
Deep Conversion: GO-HC (5),5,ADU/VDU,2050,PADD3,LOW,HEAVY,SOUR,999.999813,0,0,0,0
Deep Conversion: GO-HC (5),5,CNR,2050,PADD3,LOW,HEAVY,SOUR,999.999813,0,0,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2050,PADD3,LOW,HEAVY,SOUR,999.999813,0,0,0,0
Deep Conversion: GO-HC (5),5,Coker,2050,PADD3,LOW,HEAVY,SOUR,999.999813,0,0,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2050,PADD3,LOW,HEAVY,SOUR,999.999813,0,0,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2050,PADD3,LOW,HEAVY,SOUR,999.999813,0,0,0,0
Deep Conversion: GO-HC (5),5,SMR,2050,PADD3,LOW,HEAVY,SOUR,999.999813,0,0,0,0
Deep Conversion: GO-HC (5),5,Others,2050,PADD3,LOW,HEAVY,SOUR,999.999813,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,No Carbon Capture,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,8778.020645,105.250169,104.1431577,106.9284701
Deep Conversion: FCC & GO-HC (6),6,CNR,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,5611.695672,91.81707215,91.54460783,92.48903295
Deep Conversion: FCC & GO-HC (6),6,Coker,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,3391.509915,108.4486916,107.3098267,110.1698155
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,7077.468814,104.5784425,102.8224803,106.8798199
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,507.1907527,164.5989486,164.0198904,166.0270417
Deep Conversion: FCC & GO-HC (6),6,SMR,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,4674.785754,105.6176707,98.75728696,122.5369829
Deep Conversion: FCC & GO-HC (6),6,Others,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,4133.720859,107.1953774,106.8577745,108.027985
Hydroskimming Configuration (0),0,No Carbon Capture,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,0,0,0,0
Hydroskimming Configuration (0),0,ADU/VDU,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,318.7305459,162.4055551,161.9755358,163.4660835
Hydroskimming Configuration (0),0,CNR,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,156.9340877,176.863604,176.4295962,177.9339688
Hydroskimming Configuration (0),0,FCC/RFCC,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,0,0,0,0
Hydroskimming Configuration (0),0,Coker,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,0,0,0,0
Hydroskimming Configuration (0),0,Hydrotreater,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,304.3547512,163.3652154,162.9290267,164.4409591
Hydroskimming Configuration (0),0,Steam Boiler,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,45.06772237,215.3802417,214.7915103,216.8321911
Hydroskimming Configuration (0),0,SMR,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,104.5970825,154.1684316,154.1684316,154.1684316
Hydroskimming Configuration (0),0,Others,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,404.5188378,158.492891,157.9418626,159.8518558
Medium Conversion:  FCC (1),1,No Carbon Capture,2050,PADD3,LOW,LIGHT,SWEET,1046629.406,0,0,0,0
Medium Conversion:  FCC (1),1,ADU/VDU,2050,PADD3,LOW,LIGHT,SWEET,1046629.406,1679.780038,114.4983229,114.1191525,115.4334461
Medium Conversion:  FCC (1),1,CNR,2050,PADD3,LOW,LIGHT,SWEET,1046629.406,675.6992071,124.899957,124.5160239,125.8468259
Medium Conversion:  FCC (1),1,FCC/RFCC,2050,PADD3,LOW,LIGHT,SWEET,1046629.406,428.4888801,117.1370163,116.8008915,117.965979
Medium Conversion:  FCC (1),1,Coker,2050,PADD3,LOW,LIGHT,SWEET,1046629.406,711.6229939,123.9446614,123.5418019,124.9382071
Medium Conversion:  FCC (1),1,Hydrotreater,2050,PADD3,LOW,LIGHT,SWEET,1046629.406,1666.602989,114.5694419,114.216051,115.4409865
Medium Conversion:  FCC (1),1,Steam Boiler,2050,PADD3,LOW,LIGHT,SWEET,1046629.406,176.6489101,180.7578471,180.3250473,181.8252326
Medium Conversion:  FCC (1),1,SMR,2050,PADD3,LOW,LIGHT,SWEET,1046629.406,449.0856264,128.676101,124.1075755,139.9431543
Medium Conversion:  FCC (1),1,Others,2050,PADD3,LOW,LIGHT,SWEET,1046629.406,1267.906521,117.1255635,116.792633,117.9466481
Medium Conversion: GO-HC (2),2,No Carbon Capture,2050,PADD3,LOW,LIGHT,SWEET,320719.3752,0,0,0,0
Medium Conversion: GO-HC (2),2,ADU/VDU,2050,PADD3,LOW,LIGHT,SWEET,320719.3752,397.7736577,156.9705347,156.5578609,157.988285
Medium Conversion: GO-HC (2),2,CNR,2050,PADD3,LOW,LIGHT,SWEET,320719.3752,276.2304764,162.9284338,162.5811316,163.7849625
Medium Conversion: GO-HC (2),2,FCC/RFCC,2050,PADD3,LOW,LIGHT,SWEET,320719.3752,0,0,0,0
Medium Conversion: GO-HC (2),2,Coker,2050,PADD3,LOW,LIGHT,SWEET,320719.3752,108.1181669,186.1761064,185.7234665,187.2924224
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,PADD3,LOW,LIGHT,SWEET,320719.3752,269.4835892,163.5529678,163.1704947,164.4962358
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,PADD3,LOW,LIGHT,SWEET,320719.3752,62.15552825,204.3665434,203.8294132,205.6912323
Medium Conversion: GO-HC (2),2,SMR,2050,PADD3,LOW,LIGHT,SWEET,320719.3752,391.7769599,127.5399596,122.9770253,138.7932238
Medium Conversion: GO-HC (2),2,Others,2050,PADD3,LOW,LIGHT,SWEET,320719.3752,95.98076779,190.815351,189.9988983,192.8289144
Medium Conversion: FCC & GO-HC (3),3,No Carbon Capture,2050,PADD3,LOW,LIGHT,SWEET,999344.0403,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,PADD3,LOW,LIGHT,SWEET,999344.0403,1266.215475,134.6513561,134.2129237,135.7326331
Medium Conversion: FCC & GO-HC (3),3,CNR,2050,PADD3,LOW,LIGHT,SWEET,999344.0403,1601.883551,132.0637336,131.6556029,133.0702796
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2050,PADD3,LOW,LIGHT,SWEET,999344.0403,294.5536839,120.3819574,120.0143011,121.2886839
Medium Conversion: FCC & GO-HC (3),3,Coker,2050,PADD3,LOW,LIGHT,SWEET,999344.0403,328.9853077,157.715479,157.192572,159.0050902
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2050,PADD3,LOW,LIGHT,SWEET,999344.0403,1155.561937,135.8473479,135.4276356,136.8824569
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2050,PADD3,LOW,LIGHT,SWEET,999344.0403,253.1389297,174.287863,173.8751675,175.3056668
Medium Conversion: FCC & GO-HC (3),3,SMR,2050,PADD3,LOW,LIGHT,SWEET,999344.0403,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,Others,2050,PADD3,LOW,LIGHT,SWEET,999344.0403,49.81230337,271.4552439,270.6084645,273.5436001
Deep Conversion: FCC (4),4,No Carbon Capture,2050,PADD3,LOW,LIGHT,SWEET,2268523.197,0,0,0,0
Deep Conversion: FCC (4),4,ADU/VDU,2050,PADD3,LOW,LIGHT,SWEET,2268523.197,3201.343465,132.2332286,131.7605726,133.3989089
Deep Conversion: FCC (4),4,CNR,2050,PADD3,LOW,LIGHT,SWEET,2268523.197,3732.279259,131.0052233,130.5332597,132.1691959
Deep Conversion: FCC (4),4,FCC/RFCC,2050,PADD3,LOW,LIGHT,SWEET,2268523.197,3397.589193,87.56242701,87.33973208,88.11164482
Deep Conversion: FCC (4),4,Coker,2050,PADD3,LOW,LIGHT,SWEET,2268523.197,807.553853,153.2968562,152.7956749,154.5328865
Deep Conversion: FCC (4),4,Hydrotreater,2050,PADD3,LOW,LIGHT,SWEET,2268523.197,2637.815947,134.18818,132.784314,136.2758104
Deep Conversion: FCC (4),4,Steam Boiler,2050,PADD3,LOW,LIGHT,SWEET,2268523.197,732.9903702,159.9317315,159.3805914,161.2909718
Deep Conversion: FCC (4),4,SMR,2050,PADD3,LOW,LIGHT,SWEET,2268523.197,18.21387873,785.6827847,743.0559928,890.8104316
Deep Conversion: FCC (4),4,Others,2050,PADD3,LOW,LIGHT,SWEET,2268523.197,337.4485501,182.5249601,181.9286486,183.995604
Deep Conversion: GO-HC (5),5,No Carbon Capture,2050,PADD3,LOW,LIGHT,SWEET,88907.86757,0,0,0,0
Deep Conversion: GO-HC (5),5,ADU/VDU,2050,PADD3,LOW,LIGHT,SWEET,88907.86757,99.38129935,187.8439241,187.2420604,189.3282607
Deep Conversion: GO-HC (5),5,CNR,2050,PADD3,LOW,LIGHT,SWEET,88907.86757,105.6550291,185.7648866,185.3323892,186.8315262
Deep Conversion: GO-HC (5),5,FCC/RFCC,2050,PADD3,LOW,LIGHT,SWEET,88907.86757,0,0,0,0
Deep Conversion: GO-HC (5),5,Coker,2050,PADD3,LOW,LIGHT,SWEET,88907.86757,15.02755156,290.2820166,289.1889844,292.9776898
Deep Conversion: GO-HC (5),5,Hydrotreater,2050,PADD3,LOW,LIGHT,SWEET,88907.86757,74.22546173,197.3807415,196.688568,199.0878034
Deep Conversion: GO-HC (5),5,Steam Boiler,2050,PADD3,LOW,LIGHT,SWEET,88907.86757,19.76880183,255.0689865,253.7814513,258.2443499
Deep Conversion: GO-HC (5),5,SMR,2050,PADD3,LOW,LIGHT,SWEET,88907.86757,84.6929921,157.8783814,151.9362407,172.5330914
Deep Conversion: GO-HC (5),5,Others,2050,PADD3,LOW,LIGHT,SWEET,88907.86757,22.92299106,254.2300412,252.1206602,259.4322685
Deep Conversion: FCC & GO-HC (6),6,No Carbon Capture,2050,PADD3,LOW,LIGHT,SWEET,4438936.396,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2050,PADD3,LOW,LIGHT,SWEET,4438936.396,7428.13561,114.1311556,112.9321028,115.9411037
Deep Conversion: FCC & GO-HC (6),6,CNR,2050,PADD3,LOW,LIGHT,SWEET,4438936.396,488.1488724,150.5525408,148.9522659,152.9624428
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2050,PADD3,LOW,LIGHT,SWEET,4438936.396,5516.09422,88.587811,88.34304904,89.19145129
Deep Conversion: FCC & GO-HC (6),6,Coker,2050,PADD3,LOW,LIGHT,SWEET,4438936.396,2047.17245,122.173582,120.8875412,124.0897441
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2050,PADD3,LOW,LIGHT,SWEET,4438936.396,6644.625289,113.0978194,111.2023066,115.5848754
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2050,PADD3,LOW,LIGHT,SWEET,4438936.396,727.7839213,160.038782,159.4618101,161.4617299
Deep Conversion: FCC & GO-HC (6),6,SMR,2050,PADD3,LOW,LIGHT,SWEET,4438936.396,5910.537523,105.0617025,97.24062261,123.1664632
Deep Conversion: FCC & GO-HC (6),6,Others,2050,PADD3,LOW,LIGHT,SWEET,4438936.396,831.2317323,136.6428977,136.1902624,137.7592021
Hydroskimming Configuration (0),0,No Carbon Capture,2035,PADD3,MEDIUM,HEAVY,SOUR,255228.5806,0,0,0,0
Hydroskimming Configuration (0),0,ADU/VDU,2035,PADD3,MEDIUM,HEAVY,SOUR,255228.5806,268.9801196,164.175156,163.7642554,165.188533
Hydroskimming Configuration (0),0,CNR,2035,PADD3,MEDIUM,HEAVY,SOUR,255228.5806,0,0,0,0
Hydroskimming Configuration (0),0,FCC/RFCC,2035,PADD3,MEDIUM,HEAVY,SOUR,255228.5806,0,0,0,0
Hydroskimming Configuration (0),0,Coker,2035,PADD3,MEDIUM,HEAVY,SOUR,255228.5806,0,0,0,0
Hydroskimming Configuration (0),0,Hydrotreater,2035,PADD3,MEDIUM,HEAVY,SOUR,255228.5806,234.0610349,167.0521623,166.5713861,168.2378689
Hydroskimming Configuration (0),0,Steam Boiler,2035,PADD3,MEDIUM,HEAVY,SOUR,255228.5806,24.27394811,242.8032999,242.0589621,244.6390112
Hydroskimming Configuration (0),0,SMR,2035,PADD3,MEDIUM,HEAVY,SOUR,255228.5806,130.8675048,145.2961833,133.6789053,173.9471103
Hydroskimming Configuration (0),0,Others,2035,PADD3,MEDIUM,HEAVY,SOUR,255228.5806,326.6933526,161.1225733,160.3605089,163.0020023
Medium Conversion:  FCC (1),1,No Carbon Capture,2035,PADD3,MEDIUM,HEAVY,SOUR,740758.6217,0,0,0,0
Medium Conversion:  FCC (1),1,ADU/VDU,2035,PADD3,MEDIUM,HEAVY,SOUR,740758.6217,1214.335442,114.0798986,113.7153866,114.9788706
Medium Conversion:  FCC (1),1,CNR,2035,PADD3,MEDIUM,HEAVY,SOUR,740758.6217,0,0,0,0
Medium Conversion:  FCC (1),1,FCC/RFCC,2035,PADD3,MEDIUM,HEAVY,SOUR,740758.6217,170.9124682,134.3363678,133.9133812,135.379552
Medium Conversion:  FCC (1),1,Coker,2035,PADD3,MEDIUM,HEAVY,SOUR,740758.6217,264.8580579,134.7602138,134.3152924,135.8574941
Medium Conversion:  FCC (1),1,Hydrotreater,2035,PADD3,MEDIUM,HEAVY,SOUR,740758.6217,980.6831935,116.2050978,115.8847625,116.9951197
Medium Conversion:  FCC (1),1,Steam Boiler,2035,PADD3,MEDIUM,HEAVY,SOUR,740758.6217,87.55321106,196.475391,196.0257689,197.5842642
Medium Conversion:  FCC (1),1,SMR,2035,PADD3,MEDIUM,HEAVY,SOUR,740758.6217,345.4594586,130.3718711,125.7583748,141.7498328
Medium Conversion:  FCC (1),1,Others,2035,PADD3,MEDIUM,HEAVY,SOUR,740758.6217,934.3103314,116.852988,116.5105478,117.6975256
Medium Conversion: GO-HC (2),2,No Carbon Capture,2035,PADD3,MEDIUM,HEAVY,SOUR,262644.5187,0,0,0,0
Medium Conversion: GO-HC (2),2,ADU/VDU,2035,PADD3,MEDIUM,HEAVY,SOUR,262644.5187,438.0118986,133.8337786,133.5018882,134.6522979
Medium Conversion: GO-HC (2),2,CNR,2035,PADD3,MEDIUM,HEAVY,SOUR,262644.5187,46.12275807,187.0460149,186.6786261,187.9520817
Medium Conversion: GO-HC (2),2,FCC/RFCC,2035,PADD3,MEDIUM,HEAVY,SOUR,262644.5187,0,0,0,0
Medium Conversion: GO-HC (2),2,Coker,2035,PADD3,MEDIUM,HEAVY,SOUR,262644.5187,176.6415057,148.786698,148.4342268,149.6559743
Medium Conversion: GO-HC (2),2,Hydrotreater,2035,PADD3,MEDIUM,HEAVY,SOUR,262644.5187,267.8030036,141.1964589,140.8547802,142.0391184
Medium Conversion: GO-HC (2),2,Steam Boiler,2035,PADD3,MEDIUM,HEAVY,SOUR,262644.5187,27.82221593,235.7751097,235.0526962,237.5567503
Medium Conversion: GO-HC (2),2,SMR,2035,PADD3,MEDIUM,HEAVY,SOUR,262644.5187,579.7455445,122.6386348,118.3579998,133.1956826
Medium Conversion: GO-HC (2),2,Others,2035,PADD3,MEDIUM,HEAVY,SOUR,262644.5187,169.3830965,149.9941137,149.1421777,152.0951871
Medium Conversion: FCC & GO-HC (3),3,No Carbon Capture,2035,PADD3,MEDIUM,HEAVY,SOUR,855416.3242,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2035,PADD3,MEDIUM,HEAVY,SOUR,855416.3242,1562.060511,120.9567407,120.5803698,121.8849593
Medium Conversion: FCC & GO-HC (3),3,CNR,2035,PADD3,MEDIUM,HEAVY,SOUR,855416.3242,1070.95886,125.0419228,124.6847904,125.9226948
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2035,PADD3,MEDIUM,HEAVY,SOUR,855416.3242,878.8238167,103.4575849,103.1449944,104.2285063
Medium Conversion: FCC & GO-HC (3),3,Coker,2035,PADD3,MEDIUM,HEAVY,SOUR,855416.3242,662.5075101,131.6917931,131.283112,132.6996963
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2035,PADD3,MEDIUM,HEAVY,SOUR,855416.3242,1038.253796,125.5293683,125.1640019,126.4304474
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2035,PADD3,MEDIUM,HEAVY,SOUR,855416.3242,225.7247623,176.4107149,176.0064557,177.4077128
Medium Conversion: FCC & GO-HC (3),3,SMR,2035,PADD3,MEDIUM,HEAVY,SOUR,855416.3242,256.300697,142.3300234,136.8566877,155.8285504
Medium Conversion: FCC & GO-HC (3),3,Others,2035,PADD3,MEDIUM,HEAVY,SOUR,855416.3242,159.7436003,167.0086333,166.4665697,168.3454889
Deep Conversion: FCC (4),4,No Carbon Capture,2035,PADD3,MEDIUM,HEAVY,SOUR,1846498.461,0,0,0,0
Deep Conversion: FCC (4),4,ADU/VDU,2035,PADD3,MEDIUM,HEAVY,SOUR,1846498.461,3686.349369,105.663021,105.2910439,106.5804036
Deep Conversion: FCC (4),4,CNR,2035,PADD3,MEDIUM,HEAVY,SOUR,1846498.461,553.2142985,127.5237925,127.1139426,128.5345782
Deep Conversion: FCC (4),4,FCC/RFCC,2035,PADD3,MEDIUM,HEAVY,SOUR,1846498.461,2498.26623,97.17320654,96.92101122,97.79517924
Deep Conversion: FCC (4),4,Coker,2035,PADD3,MEDIUM,HEAVY,SOUR,1846498.461,1449.612334,113.822044,113.4559298,114.7249673
Deep Conversion: FCC (4),4,Hydrotreater,2035,PADD3,MEDIUM,HEAVY,SOUR,1846498.461,2817.380144,107.6247395,106.4934167,109.2792909
Deep Conversion: FCC (4),4,Steam Boiler,2035,PADD3,MEDIUM,HEAVY,SOUR,1846498.461,333.2565162,170.3310264,169.8530405,171.5098514
Deep Conversion: FCC (4),4,SMR,2035,PADD3,MEDIUM,HEAVY,SOUR,1846498.461,1299.911999,116.2627595,109.8733051,132.0206498
Deep Conversion: FCC (4),4,Others,2035,PADD3,MEDIUM,HEAVY,SOUR,1846498.461,248.7021513,147.3228468,146.9328513,148.2846671
Deep Conversion: GO-HC (5),5,No Carbon Capture,2035,PADD3,MEDIUM,HEAVY,SOUR,54345.53002,0,0,0,0
Deep Conversion: GO-HC (5),5,ADU/VDU,2035,PADD3,MEDIUM,HEAVY,SOUR,54345.53002,84.33876885,168.8734407,168.1904968,170.5577403
Deep Conversion: GO-HC (5),5,CNR,2035,PADD3,MEDIUM,HEAVY,SOUR,54345.53002,6.571976546,339.9392147,338.8237327,342.6902543
Deep Conversion: GO-HC (5),5,FCC/RFCC,2035,PADD3,MEDIUM,HEAVY,SOUR,54345.53002,0,0,0,0
Deep Conversion: GO-HC (5),5,Coker,2035,PADD3,MEDIUM,HEAVY,SOUR,54345.53002,34.25653295,197.6901576,196.8644566,199.7265296
Deep Conversion: GO-HC (5),5,Hydrotreater,2035,PADD3,MEDIUM,HEAVY,SOUR,54345.53002,49.806858,182.7816755,181.8445941,185.0927375
Deep Conversion: GO-HC (5),5,Steam Boiler,2035,PADD3,MEDIUM,HEAVY,SOUR,54345.53002,5.495872586,384.8335606,381.9249942,392.0067663
Deep Conversion: GO-HC (5),5,SMR,2035,PADD3,MEDIUM,HEAVY,SOUR,54345.53002,136.5266848,142.4916824,136.6134529,156.9887723
Deep Conversion: GO-HC (5),5,Others,2035,PADD3,MEDIUM,HEAVY,SOUR,54345.53002,31.44866041,202.3510438,199.8256122,208.579349
Deep Conversion: FCC & GO-HC (6),6,No Carbon Capture,2035,PADD3,MEDIUM,HEAVY,SOUR,4162740.129,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2035,PADD3,MEDIUM,HEAVY,SOUR,4162740.129,7114.827795,120.8900532,119.6132042,122.8065491
Deep Conversion: FCC & GO-HC (6),6,CNR,2035,PADD3,MEDIUM,HEAVY,SOUR,4162740.129,3998.772761,122.9715384,121.6549493,124.9248243
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2035,PADD3,MEDIUM,HEAVY,SOUR,4162740.129,7075.352382,87.29929469,87.05452161,87.90296239
Deep Conversion: FCC & GO-HC (6),6,Coker,2035,PADD3,MEDIUM,HEAVY,SOUR,4162740.129,3007.113947,125.4890246,124.1699223,127.4556776
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2035,PADD3,MEDIUM,HEAVY,SOUR,4162740.129,5810.496975,120.4394556,118.3939627,123.1004668
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2035,PADD3,MEDIUM,HEAVY,SOUR,4162740.129,1024.493441,156.2240934,155.6847396,157.554266
Deep Conversion: FCC & GO-HC (6),6,SMR,2035,PADD3,MEDIUM,HEAVY,SOUR,4162740.129,3102.835746,110.1314491,102.1598478,128.5422916
Deep Conversion: FCC & GO-HC (6),6,Others,2035,PADD3,MEDIUM,HEAVY,SOUR,4162740.129,1317.165103,137.3768752,136.9673406,138.3868834
Hydroskimming Configuration (0),0,No Carbon Capture,2035,PADD3,MEDIUM,LIGHT,SWEET,255228.5829,0,0,0,0
Hydroskimming Configuration (0),0,ADU/VDU,2035,PADD3,MEDIUM,LIGHT,SWEET,255228.5829,268.8604325,164.3462998,163.9347164,165.3613607
Hydroskimming Configuration (0),0,CNR,2035,PADD3,MEDIUM,LIGHT,SWEET,255228.5829,0,0,0,0
Hydroskimming Configuration (0),0,FCC/RFCC,2035,PADD3,MEDIUM,LIGHT,SWEET,255228.5829,0,0,0,0
Hydroskimming Configuration (0),0,Coker,2035,PADD3,MEDIUM,LIGHT,SWEET,255228.5829,0,0,0,0
Hydroskimming Configuration (0),0,Hydrotreater,2035,PADD3,MEDIUM,LIGHT,SWEET,255228.5829,256.93997,165.2655106,164.8131687,166.3810917
Hydroskimming Configuration (0),0,Steam Boiler,2035,PADD3,MEDIUM,LIGHT,SWEET,255228.5829,28.66026176,234.4676304,233.7838354,236.1540289
Hydroskimming Configuration (0),0,SMR,2035,PADD3,MEDIUM,LIGHT,SWEET,255228.5829,118.6985458,148.4929598,137.4253691,175.7882292
Hydroskimming Configuration (0),0,Others,2035,PADD3,MEDIUM,LIGHT,SWEET,255228.5829,280.5201466,164.2026792,163.5807698,165.7364534
Medium Conversion:  FCC (1),1,No Carbon Capture,2035,PADD3,MEDIUM,LIGHT,SWEET,740758.6283,0,0,0,0
